STATION,DATE,BOTTLE,LATITUDE,LONGITUDE,DEPTH,SALINITY_CTD,TEMP_CTD,DOC,DOC_FLAG,TDN,TDN_FLAG,PHOSPHATE,PHOSPHATE_FLAG,SILICATE,SILICATE_FLAG,NITRATE,NITRATE_FLAG
110,20130308,10,-75.76596,168.92414,200.401,34.65,-1.91,48.79,2,31.97,2,2.11,2,81.22,2,30.32,2
110,20130308,12,-75.76598,168.92420,150.064,34.63,-1.94,49.23,2,32.58,2,2.13,2,82.10,2,29.08,2
110,20130308,14,-75.76598,168.92430,79.888,34.58,-1.68,51.46,2,33.21,2,2.11,2,88.75,2,31.14,7
110,20130308,16,-75.76598,168.92454,37.112,34.21,-1.83,52.47,2,33.69,2,2.22,2,79.98,2,28.52,2
110,20130308,18,-75.76598,168.92464,14.811,34.20,-1.85,53.08,2,22.16,2,1.48,2,54.40,2,20.93,2
110,20130308,20,-75.76598,168.92476,1.090,34.20,-1.84,53.88,2,21.53,2,1.52,2,54.98,2,23.71,2
113,20130308,2,-75.73718,168.82500,415.147,34.73,-1.89,46.45,2,33.81,2,2.21,2,83.09,2,28.96,7
113,20130308,4,-75.73702,168.82460,349.846,34.72,-1.90,46.87,2,34.09,2,2.26,2,81.47,2,29.32,2
113,20130308,6,-75.73688,168.82418,300.090,34.69,-1.90,47.56,2,33.49,2,2.33,2,80.79,2,29.46,2
113,20130308,8,-75.73674,168.82392,250.274,34.67,-1.90,48.21,2,33.99,2,2.24,2,79.92,2,29.23,2
113,20130308,10,-75.73662,168.82366,200.279,34.65,-1.90,48.77,2,32.39,2,2.20,2,80.21,2,29.66,2
113,20130308,12,-75.73648,168.82337,150.046,34.64,-1.91,50.00,2,34.17,2,2.27,2,81.67,2,29.66,2
113,20130308,14,-75.73634,168.82284,80.143,34.56,-1.44,51.36,2,34.41,2,2.27,2,82.35,2,29.74,2
113,20130308,16,-75.73622,168.82253,39.970,34.30,-1.63,52.21,2,30.63,2,2.17,2,72.98,2,27.40,2
113,20130308,18,-75.73611,168.82238,14.977,34.21,-1.84,52.91,2,23.61,2,1.44,2,52.08,2,20.11,2
113,20130308,20,-75.73603,168.82222,2.159,34.20,-1.84,54.36,2,22.41,2,1.42,2,51.62,2,19.44,2
114,20130308,2,-75.72124,168.79944,334.214,34.73,-1.90,47.25,2,33.48,2,-999,5,-999,5,-999,5
114,20130308,4,-75.72116,168.79920,324.914,34.73,-1.90,47.65,2,35.91,2,-999,5,-999,5,-999,5
114,20130308,6,-75.72108,168.79908,298.936,34.71,-1.90,48.11,2,34.80,2,-999,5,-999,5,-999,5
114,20130308,8,-75.72100,168.79912,250.814,34.67,-1.90,48.54,2,34.42,2,-999,5,-999,5,-999,5
114,20130308,10,-75.72083,168.79882,200.126,34.65,-1.92,48.66,2,33.64,2,-999,5,-999,5,-999,5
114,20130308,12,-75.72062,168.79824,149.968,34.63,-1.91,48.80,2,35.38,2,-999,5,-999,5,-999,5
114,20130308,14,-75.72048,168.79766,79.596,34.55,-1.61,49.74,2,34.88,2,-999,5,-999,5,-999,5
114,20130308,16,-75.72040,168.79752,39.877,34.29,-1.68,50.56,2,26.80,2,-999,5,-999,5,-999,5
114,20130308,18,-75.72024,168.79711,15.073,34.20,-1.83,51.62,2,25.28,2,-999,5,-999,5,-999,5
114,20130308,20,-75.72006,168.79668,0.868,34.20,-1.83,51.92,2,23.57,2,-999,5,-999,5,-999,5
115,20130309,2,-75.70572,168.74166,399.767,34.73,-1.90,45.36,2,33.16,2,2.26,2,85.82,2,30.80,2
115,20130309,4,-75.70568,168.74137,350.319,34.73,-1.90,46.13,2,33.22,2,2.26,2,84.68,2,30.85,2
115,20130309,6,-75.70564,168.74108,300.130,34.71,-1.90,47.65,2,32.02,2,2.26,2,84.07,2,30.98,2
115,20130309,8,-75.70558,168.74076,250.215,34.69,-1.90,48.21,2,31.33,2,2.22,2,81.61,2,30.80,2
115,20130309,10,-75.70556,168.74045,200.312,34.66,-1.91,48.74,2,32.12,2,2.23,2,82.11,2,30.87,2
115,20130309,12,-75.70552,168.74018,149.749,34.64,-1.91,48.91,2,34.46,2,2.24,2,82.96,2,31.06,2
115,20130309,14,-75.70548,168.73981,80.099,34.57,-1.59,49.62,2,34.77,2,2.24,2,82.03,2,31.20,2
115,20130309,16,-75.70544,168.73958,40.119,34.44,-1.47,50.54,2,35.50,2,2.31,2,80.50,2,30.17,2
115,20130309,18,-75.70542,168.73936,14.537,34.21,-1.81,51.44,2,25.03,2,1.58,2,55.12,2,21.18,2
115,20130309,20,-75.70538,168.73930,1.092,34.20,-1.82,52.31,2,24.88,2,1.55,2,56.53,2,21.05,2
118,20130309,2,-76.50168,167.99880,749.770,34.76,-1.89,45.25,2,31.17,2,2.13,2,86.01,2,30.04,2
118,20130309,4,-76.50174,167.99881,700.064,34.75,-1.89,45.38,2,33.16,2,2.16,2,87.52,2,30.30,2
118,20130309,6,-76.50184,167.99886,600.335,34.73,-1.89,45.69,2,33.29,2,2.14,2,81.46,2,30.20,2
118,20130309,8,-76.50196,167.99890,500.477,34.72,-1.89,45.66,2,33.54,2,2.15,2,82.16,2,30.51,2
118,20130309,10,-76.50206,167.99896,400.123,34.71,-1.89,46.21,2,31.35,2,2.16,2,81.42,2,30.35,2
118,20130309,12,-76.50218,167.99902,300.023,34.68,-1.88,46.78,2,32.45,2,2.17,2,81.36,2,30.49,2
118,20130309,14,-76.50236,167.99908,150.132,34.63,-1.89,47.42,2,32.82,2,2.19,2,81.42,2,30.78,2
118,20130309,16,-76.50246,167.99912,75.499,34.53,-1.66,48.75,2,33.28,2,2.21,2,82.80,2,30.15,2
118,20130309,18,-76.50254,167.99912,25.133,34.23,-1.74,50.98,2,27.23,2,1.99,2,65.54,2,25.46,2
118,20130309,20,-76.50258,167.99914,2.326,34.22,-1.76,52.99,2,21.51,2,1.41,2,53.56,2,19.93,2
119,20130309,2,-76.50142,170.00375,705.892,34.74,-1.89,45.36,2,31.68,2,2.20,2,85.90,2,-999,5
119,20130309,4,-76.50144,170.00524,600.106,34.73,-1.89,46.52,2,31.74,2,2.19,2,81.75,2,30.38,2
119,20130309,6,-76.50150,170.00666,500.395,34.71,-1.90,46.48,2,32.05,2,2.18,2,82.00,2,30.58,2
119,20130309,8,-76.50154,170.00815,400.197,34.68,-1.89,46.77,2,31.13,2,2.22,2,80.63,2,30.76,2
119,20130309,10,-76.50158,170.00959,300.319,34.64,-1.91,47.78,2,31.44,2,2.18,2,81.22,2,30.98,2
119,20130309,12,-76.50162,170.01098,200.257,34.57,-1.84,47.91,2,31.74,2,2.19,2,81.01,2,30.86,2
119,20130309,14,-76.50166,170.01242,100.137,34.44,-1.54,48.57,2,32.10,2,2.22,2,80.04,2,29.68,2
119,20130309,16,-76.50168,170.01335,50.360,34.29,-1.72,49.38,2,28.79,2,1.90,2,72.06,2,24.79,2
119,20130309,18,-76.50168,170.01388,25.616,34.29,-1.73,50.87,2,24.66,2,1.62,2,64.72,2,21.91,2
119,20130309,20,-76.50168,170.01464,2.850,34.29,-1.74,51.23,2,24.47,2,1.56,2,64.72,2,22.21,2
120,20130310,2,-76.50255,172.02805,647.020,34.73,-1.89,45.80,2,34.73,2,2.30,2,88.49,2,30.41,2
120,20130310,4,-76.50268,172.02919,599.997,34.73,-1.89,45.44,2,33.04,2,2.22,2,86.72,2,30.85,2
120,20130310,6,-76.50286,172.03116,500.300,34.71,-1.90,46.57,2,31.72,2,2.17,2,83.15,2,30.80,2
120,20130310,8,-76.50306,172.03312,400.903,34.67,-1.90,46.95,2,32.61,2,2.24,2,81.71,2,30.56,2
120,20130310,10,-76.50326,172.03511,300.079,34.63,-1.91,47.26,2,31.50,2,2.21,2,82.71,2,31.17,2
120,20130310,12,-76.50346,172.03707,200.234,34.55,-1.72,47.39,2,33.01,2,2.29,2,83.12,2,30.59,2
120,20130310,14,-76.50367,172.03908,100.556,34.45,-1.50,48.33,2,31.72,2,2.24,2,80.20,2,29.85,2
120,20130310,16,-76.50382,172.04041,50.525,34.27,-1.53,50.24,2,26.30,2,1.78,2,66.35,2,22.69,2
120,20130310,18,-76.50392,172.04133,24.621,34.26,-1.66,51.72,2,24.65,2,1.64,2,63.07,2,21.79,2
120,20130310,20,-76.50400,172.04214,1.219,34.26,-1.66,52.54,2,25.24,2,1.51,2,63.51,2,21.82,2
121,20130310,2,-76.50042,174.00164,563.502,34.72,-1.89,45.63,2,34.43,2,2.25,2,85.42,2,30.47,2
121,20130310,4,-76.50054,174.00192,500.377,34.71,-1.90,45.21,2,33.19,2,2.24,2,82.56,2,30.35,2
121,20130310,6,-76.50072,174.00208,400.315,34.67,-1.93,46.55,2,34.88,2,2.19,2,82.49,2,30.58,2
121,20130310,8,-76.50089,174.00222,300.203,34.60,-1.88,47.03,2,34.00,2,2.22,2,83.18,2,30.56,2
121,20130310,10,-76.50100,174.00234,250.011,34.55,-1.76,47.63,2,34.55,2,2.22,2,82.61,2,30.19,2
121,20130310,12,-76.50114,174.00244,200.324,34.51,-1.66,48.11,2,33.72,2,2.24,2,82.34,2,31.38,2
121,20130310,14,-76.50124,174.00248,150.225,34.46,-1.55,48.56,2,35.56,2,2.21,2,81.38,2,30.99,2
121,20130310,16,-76.50132,174.00242,99.893,34.33,-1.67,49.02,2,28.79,2,1.82,2,70.77,2,24.71,2
121,20130310,18,-76.50134,174.00284,49.748,34.32,-1.70,49.87,2,29.23,2,1.77,2,68.84,2,24.40,2
121,20130310,20,-76.50136,174.00336,0.939,34.30,-1.74,51.57,2,27.87,2,1.83,2,69.27,2,24.15,2
122,20130310,2,-76.49868,176.00346,404.580,34.62,-1.91,45.81,2,32.77,2,2.18,2,85.96,2,31.01,2
122,20130310,4,-76.49856,176.00364,300.336,34.52,-1.69,46.33,2,33.81,2,2.17,2,82.98,2,30.86,2
122,20130310,6,-76.49850,176.00375,250.666,34.48,-1.32,47.30,2,34.24,2,2.09,2,84.79,2,30.98,2
122,20130310,8,-76.49842,176.00384,200.209,34.43,-1.49,47.63,2,32.49,2,2.10,2,81.88,2,30.95,2
122,20130310,10,-76.49836,176.00396,150.408,34.40,-1.66,48.12,2,33.47,2,2.05,2,79.90,2,30.92,2
122,20130310,12,-76.49830,176.00404,100.393,34.37,-1.49,48.59,2,32.13,2,2.12,2,79.31,2,30.44,2
122,20130310,14,-76.49826,176.00410,75.100,34.28,-1.68,49.51,2,27.95,2,1.69,2,69.00,2,24.62,2
122,20130310,16,-76.49822,176.00416,50.100,34.28,-1.69,50.22,2,29.07,2,1.73,2,67.65,2,23.70,2
122,20130310,18,-76.49816,176.00422,25.102,34.28,-1.69,51.02,2,28.87,2,1.67,2,68.80,2,24.55,2
122,20130310,20,-76.49812,176.00430,1.949,34.28,-1.69,51.54,2,28.40,2,1.70,2,69.95,2,24.68,2
123,20130310,2,-76.50094,178.02360,327.442,34.52,-1.77,46.33,2,32.00,2,2.16,2,83.20,2,30.62,2
123,20130310,4,-76.50081,178.02349,250.080,34.48,-1.51,47.21,2,32.73,2,2.09,2,83.19,2,30.87,2
123,20130310,6,-76.50074,178.02340,200.174,34.44,-1.50,47.89,2,33.23,2,2.10,2,82.02,2,30.56,2
123,20130310,8,-76.50066,178.02334,150.025,34.41,-1.61,48.24,2,33.26,2,2.09,2,80.16,2,30.59,2
123,20130310,10,-76.50058,178.02328,124.779,34.38,-1.51,48.55,2,29.53,2,1.94,2,73.75,2,26.16,2
123,20130310,12,-76.50054,178.02324,99.920,34.36,-1.44,48.75,2,30.69,2,1.85,2,71.41,2,24.44,2
123,20130310,14,-76.50048,178.02320,75.215,34.34,-1.65,49.09,2,27.14,2,1.73,2,70.08,2,24.87,2
123,20130310,16,-76.50042,178.02316,50.330,34.33,-1.75,49.67,2,20.77,7,1.74,2,68.92,2,24.30,2
123,20130310,18,-76.50036,178.02312,24.991,34.33,-1.75,50.36,2,28.23,2,1.75,2,68.68,2,24.54,2
123,20130310,20,-76.50030,178.02308,2.003,34.33,-1.75,52.33,2,27.19,2,1.73,2,68.85,2,24.06,2
124,20130311,2,-76.49864,-179.98842,323.463,34.58,-1.91,46.58,2,34.09,2,2.19,2,83.05,2,31.76,2
124,20130311,4,-76.49860,-179.98814,300.271,34.58,-1.91,47.36,2,34.96,2,2.26,2,83.57,2,31.58,2
124,20130311,6,-76.49854,-179.98778,250.245,34.53,-1.89,47.87,2,31.44,2,2.17,2,82.31,2,30.71,2
124,20130311,8,-76.49848,-179.98738,200.112,34.46,-1.64,48.55,2,33.63,2,2.23,2,81.68,2,30.49,2
124,20130311,10,-76.49842,-179.98704,174.808,34.44,-1.48,48.97,2,36.04,2,2.15,2,82.72,2,30.33,2
124,20130311,12,-76.49836,-179.98665,125.260,34.39,-1.47,49.44,2,34.22,2,2.15,2,80.89,2,29.47,2
124,20130311,14,-76.49832,-179.98632,100.152,34.31,-1.34,49.78,2,31.55,2,2.07,2,77.41,2,27.08,2
124,20130311,16,-76.49828,-179.98603,74.898,34.24,-1.61,50.32,2,25.82,2,1.73,2,64.57,2,22.35,2
124,20130311,18,-76.49822,-179.98566,40.441,34.11,-1.82,50.71,2,26.60,2,1.55,2,60.48,2,22.73,2
124,20130311,20,-76.49814,-179.98514,1.252,34.11,-1.81,51.96,2,28.80,2,1.64,2,59.44,2,22.76,2
125,20130311,2,-76.49604,-177.98716,579.450,34.71,-1.90,45.27,2,31.25,2,2.21,2,86.59,2,30.80,2
125,20130311,4,-76.49582,-177.98624,500.494,34.68,-1.94,45.66,2,33.40,2,2.21,2,84.02,2,31.24,2
125,20130311,6,-76.49559,-177.98522,399.919,34.60,-2.00,46.04,2,33.89,2,2.18,2,83.24,2,31.27,2
125,20130311,8,-76.49534,-177.98412,299.974,34.44,-1.48,46.55,2,35.05,2,2.12,2,84.17,2,30.53,2
125,20130311,10,-76.49508,-177.98298,200.083,34.37,-1.57,47.25,2,34.66,2,2.11,2,81.51,2,30.49,2
125,20130311,12,-76.49493,-177.98234,150.384,34.30,-1.40,47.68,2,32.73,2,2.28,2,80.90,2,29.87,2
125,20130311,14,-76.49478,-177.98174,100.117,34.17,-1.42,48.44,2,32.79,2,2.09,2,76.67,2,28.31,2
125,20130311,16,-76.49462,-177.98107,50.135,34.07,-1.79,49.65,2,24.27,2,1.82,2,62.80,2,24.05,2
125,20130311,18,-76.49450,-177.98052,24.823,34.05,-1.82,50.36,2,22.43,2,1.61,2,59.07,2,23.22,2
125,20130311,20,-76.49440,-177.98003,1.171,34.05,-1.81,51.79,2,25.65,2,1.74,2,57.99,2,23.50,2
127,20130311,2,-76.49850,-175.98050,533.967,34.71,-1.90,45.71,2,31.61,2,2.26,2,85.53,2,31.14,2
127,20130311,4,-76.49822,-175.98020,470.133,34.64,-2.00,46.75,2,32.36,2,2.20,2,82.34,2,30.87,2
127,20130311,6,-76.49784,-175.97982,350.268,34.44,-1.14,46.28,2,32.00,2,2.24,2,85.44,2,30.75,2
127,20130311,8,-76.49764,-175.97962,300.257,34.38,-1.57,46.87,2,35.17,2,2.20,2,81.18,2,30.55,2
127,20130311,10,-76.49732,-175.97930,200.475,34.32,-1.64,47.08,2,32.17,2,2.21,2,78.63,2,29.64,2
127,20130311,12,-76.49714,-175.97912,150.347,34.27,-1.59,47.97,2,32.94,2,2.18,2,77.83,2,29.74,2
127,20130311,14,-76.49692,-175.97890,100.526,34.19,-1.61,48.56,2,31.07,2,2.21,2,76.24,2,28.89,2
127,20130311,16,-76.49672,-175.97866,50.115,34.05,-1.77,49.38,2,26.90,2,1.88,2,67.61,2,24.83,2
127,20130311,18,-76.49658,-175.97850,25.048,34.05,-1.77,50.69,2,24.99,2,1.60,2,82.12,7,22.44,2
127,20130311,20,-76.49644,-175.97834,2.557,34.05,-1.78,51.66,2,23.45,2,1.50,2,61.24,2,21.62,2
128,20130311,2,-76.49765,-173.99358,484.809,34.69,-1.91,45.96,2,32.65,2,2.19,2,86.20,2,31.38,2
128,20130311,4,-76.49738,-173.99334,400.378,34.47,-1.33,47.78,2,32.43,2,2.23,2,89.00,2,31.14,2
128,20130311,6,-76.49708,-173.99309,300.249,34.38,-1.43,-999,5,31.49,5,2.18,2,84.77,2,30.83,2
128,20130311,8,-76.49696,-173.99300,280.310,34.36,-1.69,48.21,2,32.96,2,2.17,2,80.94,2,26.57,2
128,20130311,10,-76.49678,-173.99284,230.377,34.33,-1.62,48.20,2,32.95,2,2.16,2,80.73,2,30.73,2
128,20130311,12,-76.49662,-173.99270,180.200,34.29,-1.61,48.95,2,31.73,2,2.18,2,79.66,2,30.20,2
128,20130311,14,-76.49637,-173.99248,100.252,34.18,-1.54,-999,5,22.73,7,2.19,2,79.38,2,28.58,2
128,20130311,16,-76.49618,-173.99232,50.458,34.02,-1.79,49.71,2,29.90,2,1.89,2,66.27,2,25.45,2
128,20130311,18,-76.49604,-173.99220,24.956,34.02,-1.80,50.14,2,26.07,2,1.73,2,60.37,2,23.52,2
128,20130311,20,-76.49592,-173.99210,1.641,34.02,-1.80,50.98,2,26.80,2,1.70,2,59.29,2,22.47,2
130,20130312,2,-76.49536,-172.49126,463.436,34.57,-1.64,45.36,2,33.71,2,2.22,2,88.55,2,30.58,2
130,20130312,4,-76.49508,-172.49096,400.421,34.44,-0.76,45.87,2,33.53,2,2.15,2,-999,5,31.58,2
130,20130312,6,-76.49472,-172.49056,300.652,34.33,-1.43,46.64,2,33.59,2,2.10,2,84.34,2,30.47,2
130,20130312,8,-76.49450,-172.49032,250.352,34.26,-1.49,46.58,2,32.62,2,2.06,2,80.48,2,30.02,2
130,20130312,10,-76.49428,-172.49007,200.114,34.20,-1.54,47.03,2,34.57,2,2.11,2,81.06,2,28.35,2
130,20130312,12,-76.49406,-172.48985,150.317,34.14,-1.63,47.28,2,32.76,2,2.06,2,79.21,2,29.74,2
130,20130312,14,-76.49386,-172.48966,100.257,34.10,-1.71,47.75,2,32.51,2,2.00,2,76.31,2,29.35,2
130,20130312,16,-76.49364,-172.48944,50.054,33.95,-1.83,48.68,2,29.64,2,1.76,2,63.65,2,26.65,2
130,20130312,18,-76.49346,-172.48926,24.600,33.95,-1.83,49.74,2,28.00,2,1.75,2,62.80,2,26.63,2
130,20130312,20,-76.49328,-172.48908,1.221,33.95,-1.83,50.23,2,30.57,2,1.74,2,63.50,2,26.95,2
131,20130313,2,-78.64296,-164.00502,345.330,34.21,-2.08,45.32,2,33.54,2,2.12,2,81.27,2,30.00,2
131,20130313,4,-78.64296,-164.00502,316.395,34.21,-1.92,45.89,2,31.93,2,2.18,2,80.28,2,29.43,2
131,20130313,6,-78.64296,-164.00498,289.677,34.19,-1.92,46.45,2,32.14,2,2.14,2,80.24,2,28.69,2
131,20130313,8,-78.64296,-164.00498,250.183,34.16,-1.82,47.02,2,32.64,2,2.12,2,79.02,2,28.18,2
131,20130313,10,-78.64296,-164.00496,200.337,34.11,-1.83,47.36,2,34.60,2,2.14,2,80.15,2,28.44,2
131,20130313,12,-78.64296,-164.00496,150.231,34.07,-1.87,47.64,2,33.37,2,2.13,2,81.08,2,27.79,2
131,20130313,14,-78.64296,-164.00496,100.141,34.02,-1.85,48.11,2,27.64,2,2.10,2,80.48,2,26.66,2
131,20130313,16,-78.64296,-164.00496,50.116,34.01,-1.84,48.65,2,31.43,2,2.15,2,79.71,2,26.77,2
131,20130313,18,-78.64296,-164.00496,24.647,33.97,-1.77,49.23,2,27.21,2,1.94,2,79.64,2,27.59,2
131,20130313,20,-78.64296,-164.00496,1.320,33.93,-1.79,50.75,2,31.76,2,1.94,2,79.61,2,26.44,2
133,20130316,2,-76.91516,-157.84643,265.196,34.06,-1.79,44.47,2,32.28,2,2.18,2,83.26,2,30.90,2
133,20130316,4,-76.91514,-157.84668,250.554,34.06,-1.79,45.27,2,32.12,2,2.19,2,82.68,2,30.41,2
133,20130316,6,-76.91510,-157.84714,199.917,34.05,-1.74,45.22,2,32.20,2,2.22,2,83.81,2,30.86,2
133,20130316,8,-76.91506,-157.84750,149.848,34.03,-1.61,45.95,2,33.98,2,2.22,2,83.90,2,30.89,2
133,20130316,10,-76.91504,-157.84790,99.588,34.00,-1.65,47.61,2,35.06,2,2.14,2,84.59,2,31.18,2
133,20130316,12,-76.91502,-157.84814,74.909,33.98,-1.60,48.28,2,33.30,2,2.27,2,85.09,2,30.93,2
133,20130316,14,-76.91500,-157.84842,49.652,33.95,-1.52,48.67,2,32.38,2,2.24,2,85.85,2,30.48,2
133,20130316,16,-76.91498,-157.84871,24.382,33.61,-1.47,49.21,2,30.69,2,2.11,2,82.77,2,29.22,2
133,20130316,18,-76.91496,-157.84890,6.557,33.40,-1.70,50.34,2,28.90,2,2.02,2,79.65,2,26.94,2
133,20130316,20,-76.91496,-157.84900,1.279,33.41,-1.69,50.61,2,29.08,2,2.08,2,79.43,2,25.34,2
134,20130316,2,-76.29162,-158.41736,1689.546,34.71,0.75,41.47,2,34.50,2,2.31,2,121.00,2,30.25,2
134,20130316,4,-76.29142,-158.41686,1400.288,34.71,0.85,42.58,2,34.64,2,2.28,2,116.93,2,31.36,2
134,20130316,6,-76.29122,-158.41640,1100.941,34.72,1.01,43.64,2,33.81,2,2.25,2,113.39,2,31.16,2
134,20130316,8,-76.29100,-158.41590,799.965,34.73,1.27,44.26,2,33.59,2,2.28,2,107.40,2,31.15,2
134,20130316,10,-76.29080,-158.41547,549.910,34.69,1.52,44.96,2,33.74,2,2.30,2,94.04,2,31.46,2
134,20130316,12,-76.29064,-158.41504,300.037,34.12,-1.55,45.35,2,32.38,2,2.18,2,85.65,2,31.18,2
134,20130316,14,-76.29056,-158.41484,199.786,34.09,-1.80,46.30,2,32.70,2,2.12,2,83.81,2,30.52,2
134,20130316,16,-76.29048,-158.41466,100.348,34.06,-1.82,49.51,2,31.12,2,2.19,2,81.47,2,30.86,2
134,20130316,18,-76.29040,-158.41446,22.412,33.83,-1.85,50.76,2,28.16,2,2.11,2,79.29,2,28.77,2
134,20130316,20,-76.29036,-158.41440,1.003,33.83,-1.83,51.43,2,29.23,2,2.11,2,79.67,2,29.06,2
135,20130318,2,-76.52716,-165.77249,466.317,34.36,-1.83,44.44,2,30.64,2,2.19,2,87.09,2,30.25,2
135,20130318,4,-76.52722,-165.77201,450.519,34.35,-1.85,44.46,2,31.85,2,2.22,2,86.07,2,30.56,2
135,20130318,6,-76.52730,-165.77132,400.327,34.31,-1.79,44.72,2,33.50,2,2.15,2,83.69,2,30.88,2
135,20130318,8,-76.52746,-165.77060,300.102,34.25,-1.77,45.66,2,31.91,2,2.09,2,80.20,2,30.37,2
135,20130318,10,-76.52762,-165.76984,199.908,34.20,-1.68,46.21,2,31.93,2,2.17,2,79.25,2,30.05,2
135,20130318,12,-76.52774,-165.76920,119.238,34.15,-1.70,47.65,2,31.11,2,2.14,2,79.13,2,30.79,2
135,20130318,14,-76.52780,-165.76888,99.747,34.13,-1.70,48.32,2,31.72,2,2.14,2,77.97,2,27.01,2
135,20130318,16,-76.52786,-165.76858,74.953,34.11,-1.69,49.66,2,31.11,2,2.12,2,76.38,2,28.85,2
135,20130318,18,-76.52794,-165.76816,24.384,33.78,-1.82,50.33,2,28.96,2,1.96,2,71.67,2,27.33,2
135,20130318,20,-76.52801,-165.76788,0.548,33.75,-1.83,51.21,2,28.54,2,1.79,2,65.95,2,26.10,2
