Cast,Date,Time,ISO_Date_Time,Latitude,Longitude,Depth,Niskin,Sample_Num,Filt_vol,Chl_C3,Chl_lide,MgDvp,Chl_C2,Chl_C1,Peridinin,Ph_ide,But19,Fuco,Neo,Prasino,Viola,Hex19,DD,cis_Fuco,Allo,Diato,Monad,Zeax,Lutein,Croco,Chl_b,Chlorophyll_c2_MGDG,Chlorophyll_a_allomer,DV_Chl_a,Chl_a,Ph_tin,a_Car,b_Car,Total_Chl_a
CTD_80,20130302,2030,2013-03-02T20:30:00.00Z,-75.749800,168.999517,15.0,18,9,1.060,282,421,99,1259,11,52,541,34,1956,1,4,2,204,611,230,8,49,49,0,0,3,0,34,0,0,1314,105,0,51,1735
CTD_80,20130302,2030,2013-03-02T20:30:00.00Z,-75.749800,168.999517,3.0,20,10,1.060,341,845,115,1440,13,64,535,43,2580,0,6,3,264,723,262,9,56,47,0,0,10,0,69,0,0,1164,125,0,65,2009
CTD_81,20130302,0237,2013-03-02T02:37:00.00Z,-75.776667,169.131667,60.0,16,8,1.060,10,0,0,20,0,22,8,0,42,0,0,0,52,0,0,0,0,0,0,0,0,0,10,0,0,64,4,0,0,64
CTD_81,20130302,0237,2013-03-02T02:37:00.00Z,-75.776667,169.131667,15.0,18,9,1.060,321,398,105,1513,0,74,575,39,2179,1,5,1,232,694,303,3,60,67,0,0,15,0,77,0,0,1764,143,0,60,2162
CTD_81,20130302,0237,2013-03-02T02:37:00.00Z,-75.776667,169.131667,4.0,20,10,1.060,354,788,98,1601,0,63,621,44,2638,2,7,2,273,784,345,14,71,72,12,0,23,0,103,0,0,1324,174,0,71,2112
CTD_82,20130303,0706,2013-03-03T07:06:00.00Z,-75.765000,169.048333,60.0,16,8,1.060,9,0,0,21,0,14,5,0,37,0,0,0,55,0,0,0,0,0,0,0,17,0,6,0,0,56,2,0,0,56
CTD_82,20130303,0706,2013-03-03T07:06:00.00Z,-75.765000,169.048333,14.0,18,9,1.060,240,382,90,1047,10,38,408,32,1630,0,4,0,230,530,209,1,44,41,0,0,18,0,64,0,0,1258,92,0,38,1640
CTD_82,20130303,0706,2013-03-03T07:06:00.00Z,-75.765000,169.048333,2.0,20,10,1.060,318,771,93,1387,0,48,593,43,2379,0,6,1,288,723,279,8,63,53,0,0,15,0,81,0,0,1150,139,0,57,1921
CTD_85,20130303,1906,2013-03-03T19:06:00.00Z,-75.753033,168.759183,70.0,12,7,1.060,5,0,0,43,0,5,19,0,71,0,0,0,32,2,0,0,0,0,0,0,0,0,2,0,0,92,7,0,0,92
CTD_85,20130303,1906,2013-03-03T19:06:00.00Z,-75.753033,168.759183,20.0,14;16,9,1.060,251,491,101,1243,12,78,0,0,1518,1,4,1,197,609,190,7,46,49,0,0,11,0,38,0,0,681,75,0,45,1172
CTD_85,20130303,1906,2013-03-03T19:06:00.00Z,-75.753033,168.759183,10.0,18,10,1.060,251,509,97,1139,13,43,498,33,1618,1,4,1,192,566,193,6,49,40,0,0,9,0,59,0,0,808,83,0,43,1317
CTD_85,20130303,1906,2013-03-03T19:06:00.00Z,-75.753033,168.759183,2.5,20,11,1.060,359,858,93,1613,0,64,691,47,2640,2,6,2,285,822,280,4,63,54,0,0,10,0,70,0,0,945,149,0,73,1803
CTD_86,20130303,2318,2013-03-03T23:18:00.00Z,-75.755833,168.596667,60.0,16,8,0.474,29,0,0,62,0,4,23,0,108,0,0,0,65,1,0,0,0,0,0,14,0,0,0,0,0,118,0,0,0,118
CTD_86,20130303,2318,2013-03-03T23:18:00.00Z,-75.755833,168.596667,15.0,18,9,0.390,653,1540,269,2947,35,106,1159,0,4469,0,10,0,457,1280,906,14,101,261,0,0,28,0,74,0,0,2183,260,0,83,3722
CTD_86,20130303,2318,2013-03-03T23:18:00.00Z,-75.755833,168.596667,1.0,20,10,0.345,1188,2271,415,5100,65,285,1693,0,8212,43,70,32,1171,2306,1882,123,405,790,123,76,288,0,413,171,0,6494,787,8,248,8936
CTD_88,20130304,0344,2013-03-04T03:44:00.00Z,-75.779167,168.560000,60.0,16,8,1.060,3,0,0,20,0,4,9,0,46,0,0,0,35,0,0,0,0,0,0,0,0,0,2,0,0,54,0,0,0,54
CTD_88,20130304,0344,2013-03-04T03:44:00.00Z,-75.779167,168.560000,15.0,18,9,1.060,344,698,129,1508,13,58,552,0,2387,1,6,1,233,682,415,9,58,90,0,0,16,0,54,0,0,1419,173,0,66,2117
CTD_88,20130304,0344,2013-03-04T03:44:00.00Z,-75.779167,168.560000,1.0,20,10,1.060,387,718,114,1698,13,68,670,0,2633,0,6,1,275,757,465,6,75,111,0,0,24,0,75,0,0,1567,207,0,67,2285
CTD_89,20130304,0705,2013-03-04T07:05:00.00Z,-75.780000,168.503333,60.0,16,8,1.060,12,59,0,28,0,13,9,0,44,0,0,0,61,0,0,0,0,0,0,0,0,0,3,0,0,61,2,0,0,119
CTD_89,20130304,0705,2013-03-04T07:05:00.00Z,-75.780000,168.503333,15.0,18,9,1.060,194,494,74,896,0,50,343,29,1434,0,4,0,170,399,177,4,33,22,0,0,7,0,41,0,0,717,68,0,26,1211
CTD_89,20130304,0705,2013-03-04T07:05:00.00Z,-75.780000,168.503333,1.0,20,10,1.060,355,553,116,1491,11,49,434,42,2656,1,6,0,280,710,314,9,75,58,0,0,12,0,81,0,0,2278,151,0,71,2831
CTD_92,20130304,1906,2013-03-04T19:06:00.00Z,-75.780000,168.503333,60.0,16,8,1.060,17,58,0,31,0,46,10,8,61,0,0,0,58,1,3,0,6,0,0,0,0,0,5,0,0,94,7,0,0,152
CTD_92,20130304,1906,2013-03-04T19:06:00.00Z,-75.780000,168.503333,15.0,18,9,1.060,320,623,16,1271,5,59,515,38,1972,0,6,0,274,572,428,21,55,145,0,0,13,0,74,0,0,1254,131,0,53,1877
CTD_92,20130304,1906,2013-03-04T19:06:00.00Z,-75.780000,168.503333,1.0,20,10,1.060,359,800,0,1439,0,59,699,34,2371,0,5,0,266,677,520,3,64,179,0,0,11,0,66,0,0,885,197,0,67,1685
CTD_93,20130304,2310,2013-03-04T23:10:00.00Z,-75.736667,168.163333,100.0,14,7,1.060,14,0,0,21,0,1,6,0,47,0,0,0,39,0,0,0,0,0,0,0,0,0,6,0,0,60,7,0,0,60
CTD_93,20130304,2310,2013-03-04T23:10:00.00Z,-75.736667,168.163333,60.0,16,8,1.060,6,0,0,19,0,20,6,0,46,0,0,0,53,0,0,0,0,10,0,5,0,0,6,0,0,71,9,0,0,71
CTD_93,20130304,2310,2013-03-04T23:10:00.00Z,-75.736667,168.163333,15.0,18,9,1.060,272,503,91,1288,14,68,579,0,1697,0,6,1,231,540,372,8,44,138,0,12,8,0,42,0,0,795,124,0,45,1299
CTD_93,20130304,2310,2013-03-04T23:10:00.00Z,-75.736667,168.163333,1.0,20,10,1.060,292,579,96,1326,15,59,665,0,1951,1,7,1,235,574,391,8,45,119,0,15,23,0,83,0,0,727,214,0,58,1306
CTD_94,20130305,0159,2013-03-05T01:59:00.00Z,-75.746667,168.228333,150.0,1,1,1.060,7,0,0,19,0,0,7,0,49,0,0,0,33,0,0,0,0,0,0,0,0,0,2,0,0,63,0,0,0,63
CTD_94,20130305,0159,2013-03-05T01:59:00.00Z,-75.746667,168.228333,50.0,5,2,1.060,8,0,0,28,0,9,11,0,72,0,0,0,56,2,2,0,0,0,0,0,0,0,6,0,0,98,0,0,0,98
CTD_94,20130305,0159,2013-03-05T01:59:00.00Z,-75.746667,168.228333,38.0,7,3,1.060,71,159,0,221,0,31,48,0,453,0,3,0,101,54,70,1,5,19,0,1,0,0,32,0,0,456,29,0,1,615
CTD_94,20130305,0159,2013-03-05T01:59:00.00Z,-75.746667,168.228333,26.0,11,4,1.060,263,586,74,1161,10,58,516,0,1797,0,4,0,155,447,326,6,38,80,0,11,6,0,30,0,0,666,150,0,39,1251
CTD_94,20130305,0159,2013-03-05T01:59:00.00Z,-75.746667,168.228333,23.0,12,5,1.060,273,630,97,1332,14,63,588,0,1830,2,7,0,208,541,356,8,52,106,0,13,7,0,39,0,0,744,145,0,45,1374
CTD_94,20130305,0159,2013-03-05T01:59:00.00Z,-75.746667,168.228333,20.0,13,6,1.060,271,411,96,1253,16,54,518,0,1680,0,4,0,223,502,326,2,46,101,0,11,6,0,38,0,0,1127,124,0,39,1538
CTD_94,20130305,0159,2013-03-05T01:59:00.00Z,-75.746667,168.228333,17.0,14,7,1.060,361,553,119,1640,17,81,643,0,2161,1,7,0,292,656,421,9,60,141,0,1,32,0,75,0,0,1564,155,0,55,2117
CTD_94,20130305,0159,2013-03-05T01:59:00.00Z,-75.746667,168.228333,14.0,15,8,1.060,387,697,99,1700,0,69,596,0,2472,1,6,0,305,676,482,7,71,136,0,0,26,0,65,11,0,1762,175,0,56,2470
CTD_94,20130305,0159,2013-03-05T01:59:00.00Z,-75.746667,168.228333,11.0,16,9,1.060,339,565,113,1470,19,69,529,0,2107,0,7,0,293,586,432,8,71,131,0,0,21,0,90,0,0,1605,160,0,52,2170
CTD_94,20130305,0159,2013-03-05T01:59:00.00Z,-75.746667,168.228333,5.0,17,10,1.060,334,564,111,1424,19,62,448,0,2101,0,6,0,300,573,397,7,72,106,0,0,9,0,51,0,0,1697,135,0,43,2262
CTD_94,20130305,0159,2013-03-05T01:59:00.00Z,-75.746667,168.228333,2.0,18,11,1.060,283,621,103,1365,17,62,585,0,1785,0,6,0,266,559,335,8,59,102,0,1,18,0,71,0,0,814,107,0,42,1435
CTD_94,20130305,0159,2013-03-05T01:59:00.00Z,-75.746667,168.228333,1.0,19,12,1.060,355,734,110,1717,0,79,763,0,2073,0,6,0,272,673,402,8,58,135,0,3,31,0,61,27,0,921,131,0,64,1683
CTD_99,20130305,1924,2013-03-05T19:24:00.00Z,-75.195733,164.189983,90.0,16,8,1.060,36,146,19,171,0,104,80,0,394,1,0,0,22,44,67,0,0,41,0,0,0,0,11,4,0,381,15,0,2,531
CTD_99,20130305,1924,2013-03-05T19:24:00.00Z,-75.195733,164.189983,35.0,18,9,1.060,70,310,50,419,0,119,208,0,904,0,0,0,47,118,189,2,8,73,0,12,8,0,14,8,0,791,56,0,19,1109
CTD_99,20130305,1924,2013-03-05T19:24:00.00Z,-75.195733,164.189983,5.0,20,10,1.060,60,345,44,363,4,92,220,0,819,0,0,0,38,114,171,5,8,60,0,0,10,0,7,1,0,585,55,0,17,932
CTD_100,20130305,2208,2013-03-05T22:08:00.00Z,-75.195700,164.187433,300.0,6,1,1.060,3,0,0,17,0,7,10,0,47,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,53,3,0,0,53
CTD_100,20130305,2208,2013-03-05T22:08:00.00Z,-75.195700,164.187433,250.0,8,2,1.060,2,0,0,23,0,24,15,0,65,0,0,0,12,2,1,0,0,8,0,2,0,0,0,0,0,72,5,0,0,72
CTD_100,20130305,2208,2013-03-05T22:08:00.00Z,-75.195700,164.187433,200.0,10,3,1.060,6,0,0,30,0,29,18,0,84,0,0,0,23,4,2,0,0,9,0,1,0,0,9,0,0,96,6,0,0,96
CTD_100,20130305,2208,2013-03-05T22:08:00.00Z,-75.195700,164.187433,100.0,14,4,1.060,23,105,12,113,0,92,63,0,290,1,0,0,21,29,30,0,0,32,0,5,0,0,12,2,0,296,20,0,0,404
CTD_100,20130305,2208,2013-03-05T22:08:00.00Z,-75.195700,164.187433,75.0,15,5,1.060,32,98,22,168,0,110,69,0,435,0,0,0,23,45,56,0,2,41,0,1,0,0,10,7,0,499,33,0,2,604
CTD_100,20130305,2208,2013-03-05T22:08:00.00Z,-75.195700,164.187433,50.0,16,6,1.060,63,224,0,372,0,143,161,0,859,0,0,0,27,96,135,2,6,56,0,14,3,0,10,12,0,823,64,0,17,1059
CTD_100,20130305,2208,2013-03-05T22:08:00.00Z,-75.195700,164.187433,35.0,17,7,1.060,60,300,54,372,16,105,169,0,806,0,0,0,43,106,164,3,7,56,0,6,7,0,13,10,0,761,46,0,14,1070
CTD_100,20130305,2208,2013-03-05T22:08:00.00Z,-75.195700,164.187433,25.0,18,8,1.060,53,269,55,331,24,101,154,0,718,0,0,0,46,94,145,2,6,53,0,4,4,0,12,5,0,645,29,0,12,919
CTD_100,20130305,2208,2013-03-05T22:08:00.00Z,-75.195700,164.187433,10.0,19,9,1.060,57,222,50,349,0,98,160,0,753,0,0,0,39,100,141,10,8,51,0,2,11,0,14,9,0,805,52,0,15,1036
CTD_100,20130305,2208,2013-03-05T22:08:00.00Z,-75.195700,164.187433,3.5,10,10,1.060,57,163,51,341,15,96,168,0,781,0,0,0,40,107,147,3,8,53,0,0,4,0,29,10,0,885,68,0,14,1057
CTD_101,20130306,2031,2013-03-06T20:31:00.00Z,-74.955000,164.215000,150.0,12,6,1.060,25,104,13,116,0,88,64,0,299,0,0,0,31,36,38,0,0,28,0,9,0,0,2,0,0,312,15,0,0,416
CTD_101,20130306,2031,2013-03-06T20:31:00.00Z,-74.955000,164.215000,100.0,14,7,1.060,81,138,40,366,13,98,169,0,857,0,0,0,67,137,163,7,10,60,0,7,5,0,12,6,0,1057,75,0,19,1201
CTD_101,20130306,2031,2013-03-06T20:31:00.00Z,-74.955000,164.215000,50.0,16,8,1.060,100,233,52,440,0,126,198,0,994,0,3,0,96,152,181,0,10,68,0,11,5,0,18,10,0,1086,56,0,24,1328
CTD_101,20130306,2031,2013-03-06T20:31:00.00Z,-74.955000,164.215000,25.0,18,9,1.060,91,142,46,409,0,115,165,0,924,1,3,0,83,140,165,5,10,62,0,0,4,0,18,8,0,1217,67,0,21,1367
CTD_101,20130306,2031,2013-03-06T20:31:00.00Z,-74.955000,164.215000,3.0,20,10,1.060,80,204,45,326,17,97,151,0,792,0,3,0,67,122,151,3,10,57,0,2,9,0,20,9,0,854,45,0,26,1067
CTD_102,20130306,0706,2013-03-06T07:06:00.00Z,-74.831667,164.480000,50.0,16,8,2.120,73,103,28,232,15,89,125,0,582,0,1,0,37,87,95,0,8,38,2,21,12,0,31,18,0,750,48,0,33,871
CTD_102,20130306,0706,2013-03-06T07:06:00.00Z,-74.831667,164.480000,25.0,18,9,2.015,77,140,31,247,13,94,122,0,616,0,0,0,40,94,98,1,7,38,1,22,6,0,19,11,0,730,50,0,24,881
CTD_102,20130306,0706,2013-03-06T07:06:00.00Z,-74.831667,164.480000,1.0,20,10,2.015,75,81,34,243,12,83,116,0,575,0,2,0,69,95,92,1,8,34,2,20,9,0,24,16,0,817,54,0,27,915
CTD_103,20130306,2005,2013-03-06T20:05:00.00Z,-74.272500,168.924183,75.0,16,8,1.060,52,105,0,198,0,92,58,0,455,1,0,0,54,57,66,10,4,103,0,0,7,0,23,0,0,556,55,0,10,660
CTD_103,20130306,2005,2013-03-06T20:05:00.00Z,-74.272500,168.924183,30.0,18,9,1.060,99,152,24,412,0,254,137,0,913,3,4,0,82,133,160,10,10,204,0,0,0,0,11,1,0,1029,87,0,13,1182
CTD_103,20130306,2005,2013-03-06T20:05:00.00Z,-74.272500,168.924183,2.5,20,10,1.060,115,225,32,409,0,165,157,0,868,1,4,0,105,130,148,7,8,175,0,0,6,0,34,14,0,944,62,0,37,1183
CTD_104,20130306,2302,2013-03-06T23:02:00.00Z,-74.192667,169.621667,75.0,14,7,1.060,21,81,3,82,0,23,29,0,157,0,0,0,37,16,13,0,0,36,0,0,0,0,6,0,0,162,11,0,0,244
CTD_104,20130306,2302,2013-03-06T23:02:00.00Z,-74.192667,169.621667,35.0,16,8,1.060,79,230,0,368,0,131,132,0,860,0,0,0,54,108,136,9,8,98,0,0,0,0,11,6,0,770,61,0,22,1006
CTD_104,20130306,2302,2013-03-06T23:02:00.00Z,-74.192667,169.621667,25.0,18,9,1.060,91,269,0,410,0,137,156,0,924,0,0,0,60,118,149,7,7,78,0,0,17,0,32,18,0,862,49,0,23,1149
CTD_104,20130306,2302,2013-03-06T23:02:00.00Z,-74.192667,169.621667,1.0,20,10,1.060,94,219,31,341,0,107,116,0,763,0,0,0,61,114,120,0,10,44,0,0,18,0,26,18,0,900,63,0,25,1136
CTD_106,20130307,0533,2013-03-07T05:33:00.00Z,-74.007002,170.416667,50.0,16,8,1.060,134,234,32,406,11,58,119,0,832,0,0,0,115,126,141,9,11,78,0,18,4,0,24,3,0,760,59,0,11,997
CTD_106,20130307,0533,2013-03-07T05:33:00.00Z,-74.007002,170.416667,25.0,18,9,1.060,140,193,46,465,0,64,134,0,880,0,0,0,143,169,149,10,16,79,0,5,7,0,34,0,0,885,86,0,17,1078
CTD_106,20130307,0533,2013-03-07T05:33:00.00Z,-74.007002,170.416667,2.0,20,10,1.060,119,220,39,411,0,57,123,0,805,0,3,0,172,185,134,8,20,65,0,31,15,0,63,0,0,832,75,0,17,1052
CTD_107,20130307,1848,2013-03-07T18:48:00.00Z,-75.750733,168.999200,150.0,12,6,1.060,62,136,0,191,0,53,50,0,331,0,3,0,113,52,52,1,4,13,0,8,0,0,22,0,0,357,19,0,0,493
CTD_107,20130307,1848,2013-03-07T18:48:00.00Z,-75.750733,168.999200,80.0,14,7,1.060,9,0,0,18,0,35,7,0,47,0,0,0,75,0,0,0,0,0,0,2,0,0,8,0,0,75,7,0,0,75
CTD_107,20130307,1848,2013-03-07T18:48:00.00Z,-75.750733,168.999200,40.0,16,8,1.060,0,0,0,4,0,0,0,0,5,0,0,0,28,0,0,0,0,0,0,0,0,0,2,0,0,15,0,0,0,15
CTD_107,20130307,1848,2013-03-07T18:48:00.00Z,-75.750733,168.999200,15.0,18,9,1.060,230,413,60,921,0,49,303,0,1341,0,5,0,271,374,265,5,31,76,0,13,41,0,78,22,0,1009,91,0,50,1444
CTD_107,20130307,1848,2013-03-07T18:48:00.00Z,-75.750733,168.999200,2.5,20,10,1.060,249,253,68,956,0,51,257,0,1457,0,0,0,317,391,284,3,31,76,0,1,25,0,118,0,0,1476,124,0,38,1728
CTD_108,20130307,2324,2013-03-07T23:24:00.00Z,-75.752817,168.997117,150.0,12,6,1.060,2,0,0,15,0,0,0,0,13,0,0,0,28,0,0,0,0,0,0,0,0,0,3,0,0,22,0,0,0,22
CTD_108,20130307,2324,2013-03-07T23:24:00.00Z,-75.752817,168.997117,80.0,14,7,1.060,13,0,0,28,0,2,11,0,55,0,3,0,89,0,0,0,0,0,0,0,0,0,29,0,0,94,0,0,0,94
CTD_108,20130307,2324,2013-03-07T23:24:00.00Z,-75.752817,168.997117,40.0,16,8,1.060,165,310,55,682,10,42,238,0,937,0,5,0,217,249,201,5,20,64,0,0,6,0,49,0,0,640,76,0,15,950
CTD_108,20130307,2324,2013-03-07T23:24:00.00Z,-75.752817,168.997117,15.0,18,9,1.060,179,326,58,753,11,39,277,0,1021,0,5,0,239,306,214,1,27,70,0,0,18,0,63,13,0,726,85,0,21,1065
CTD_108,20130307,2324,2013-03-07T23:24:00.00Z,-75.752817,168.997117,2.5,20,10,1.060,264,331,73,1014,14,48,340,0,1516,0,6,1,366,429,332,5,42,111,0,13,21,0,104,0,0,1430,147,0,37,1761
CTD_109,20130308,0324,2013-03-08T03:24:00.00Z,-75.769483,163.973333,150.0,12,6,1.060,0,0,0,3,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,17,0,0,10,0,0,0,10
CTD_109,20130308,0324,2013-03-08T03:24:00.00Z,-75.769483,163.973333,80.0,14,7,1.060,9,0,0,18,0,0,7,0,39,0,0,0,76,0,0,0,0,0,0,1,0,0,8,0,0,65,3,0,0,65
CTD_109,20130308,0324,2013-03-08T03:24:00.00Z,-75.769483,163.973333,40.0,16,8,1.060,198,291,69,836,10,54,317,0,1143,0,5,0,234,366,202,6,30,59,0,10,7,0,52,1,0,882,87,0,22,1174
CTD_109,20130308,0324,2013-03-08T03:24:00.00Z,-75.769483,163.973333,15.0,18,9,1.060,243,310,72,1001,0,63,363,0,1408,0,5,0,295,446,246,7,40,68,0,15,24,0,114,0,0,1288,123,0,53,1598
CTD_109,20130308,0324,2013-03-08T03:24:00.00Z,-75.769483,163.973333,1.0,20,10,1.060,271,291,61,1062,0,54,334,0,1570,0,6,1,357,467,280,6,49,69,0,14,17,0,96,0,0,1606,151,0,38,1896
CTD_110,20130308,0723,2013-03-08T07:23:00.00Z,-75.763333,168.916667,150.0,12,6,1.060,3,0,0,5,0,1,1,0,2,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,20
CTD_110,20130308,0723,2013-03-08T07:23:00.00Z,-75.763333,168.916667,80.0,14,7,1.060,11,0,0,21,0,25,5,0,25,0,0,0,74,0,0,0,0,0,0,0,0,0,3,0,0,62,4,0,0,62
