Sample_Num,Date,Time,ISO_Date_Time,Latitude,Longitude,Filt_vol,Chl_C3,Chl_lide,MgDvp,Chl_C2,Chl_C1,Peridinin,Ph_ide,But19,Fuco,Neo,Prasino,Viola,Hex19,DD,cis_Fuco,Allo,Diato,Monad,Zeax,Lutein,Croco,Chl_b,Chlorophyll_c2_MGDG,Chlorophyll_a_allomer,DV_Chl_a,Chl_a,Ph_tin,a_Car,b_Car,Total_Chl_a
113,20130327,1934,2013-03-27T19:34:00.00Z,-65.525033,-127.184000,2.12,43,73,0,165,2,4,0,58,283,0,0,0,110,56,44,2,10,8,0,0,6,0,23,0,0,387,28,0,4,459
114,20130327,2053,2013-03-27T20:53:00.00Z,-65.429133,-126.715167,2.12,31,70,0,122,0,6,23,0,2,207,0,2,14,0,1,50,4,31,173,0,3,0,0,0,0,10,0,0,0,80
115,20130327,2201,2013-03-27T22:01:00.00Z,-65.346000,-126.282000,2.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,0,1,0,2,14,0,295,15,0,1,309
116,20130327,2301,2013-03-27T23:01:00.00Z,-65.273500,-125.930667,2.12,16,56,0,62,0,3,7,41,103,0,0,0,118,19,14,0,5,0,0,0,6,0,30,0,0,206,10,0,0,262
117,20130328,0001,2013-03-28T00:01:00.00Z,-65.190000,-125.544000,2.12,15,32,1,51,0,4,4,47,74,0,0,0,129,17,16,3,5,4,0,0,0,0,21,1,0,149,29,0,0,182
118,20130328,0059,2013-03-28T00:59:00.00Z,-65.112333,-125.163500,2.12,17,31,0,53,0,0,3,38,68,0,0,0,154,17,13,3,4,6,0,0,0,0,13,0,0,171,6,0,0,202
119,20130328,0201,2013-03-28T02:01:00.00Z,-65.035167,-124.789833,2.12,22,42,3,97,0,6,11,49,162,0,0,0,103,30,33,1,5,7,0,0,0,0,16,8,0,267,18,0,0,318
120,20130328,0302,2013-03-28T03:02:00.00Z,-64.955167,-124.390833,2.12,30,45,5,140,0,3,18,35,227,1,0,0,83,43,46,1,4,11,0,0,0,0,8,2,0,347,17,0,0,394
121,20130328,0402,2013-03-28T04:02:00.00Z,-64.880833,-124.024500,2.12,39,76,0,170,0,4,30,38,248,0,0,0,86,55,51,1,7,13,0,0,0,0,7,5,0,322,17,0,0,403
122,20130328,0501,2013-03-28T05:01:00.00Z,-64.806167,-123.675833,2.12,14,35,1,57,0,2,5,39,87,0,0,0,117,20,14,2,2,0,0,0,0,0,11,2,0,181,7,0,0,218
123,20130328,0559,2013-03-28T05:59:00.00Z,-64.730667,-123.328383,4.65,14,20,3,60,1,5,6,31,95,1,0,0,100,21,17,1,2,4,0,0,0,0,9,3,0,164,12,0,0,187
124,20130328,0657,2013-03-28T06:57:00.00Z,-64.665067,-122.991167,4.65,18,22,2,60,0,5,6,39,98,1,0,0,110,23,19,0,3,4,0,0,0,0,13,1,0,174,18,0,0,197
125,20130328,0801,2013-03-28T08:01:00.00Z,-64.588033,-122.635517,4.65,18,19,2,60,0,5,6,44,95,1,0,0,122,24,18,1,3,4,0,0,0,0,13,2,0,185,15,0,0,206
126,20130328,0857,2013-03-28T08:57:00.00Z,-64.516600,-122.293183,4.65,18,28,0,77,0,0,13,12,120,0,0,0,41,24,15,1,2,2,0,0,0,0,8,0,0,161,8,0,0,189
127,20130328,0957,2013-03-28T09:57:00.00Z,-64.438533,-121.933933,4.65,22,34,0,84,0,2,14,14,134,0,0,0,48,27,15,0,3,0,0,0,1,0,8,0,0,172,7,0,1,206
128,20130328,1103,2013-03-28T11:03:00.00Z,-64.350700,-121.514867,4.65,20,18,1,51,0,4,3,46,65,0,0,0,157,13,8,0,1,0,0,0,2,0,19,4,0,188,8,0,0,209
130,20130328,1303,2013-03-28T13:03:00.00Z,-64.197050,-120.775000,4.65,19,18,0,49,0,3,2,50,60,0,0,0,163,12,7,0,1,0,0,0,3,0,19,5,0,181,4,0,0,203
130,20130328,1303,2013-03-28T13:03:00.00Z,-64.197050,-120.775000,4.65,21,16,1,52,0,4,2,52,63,0,0,0,181,14,8,0,1,0,0,0,4,0,22,10,0,193,8,0,0,219
131,20130328,1400,2013-03-28T14:00:00.00Z,-64.123667,-120.428067,4.65,25,18,1,45,0,4,3,48,56,0,0,0,155,13,6,0,1,0,0,0,2,0,19,4,0,173,8,0,0,194
132,20130328,1500,2013-03-28T15:00:00.00Z,-64.043500,-120.054667,4.65,16,17,1,44,0,4,3,39,57,0,0,0,141,11,7,0,2,0,0,0,0,0,16,3,0,162,8,0,0,182
133,20130328,1606,2013-03-28T16:06:00.00Z,-63.956333,-119.639000,4.65,33,20,1,67,0,9,7,48,105,0,0,0,164,22,13,0,3,0,0,1,2,0,18,0,0,222,23,0,1,242
135,20130328,1801,2013-03-28T18:01:00.00Z,-63.801183,-118.924850,2.12,59,45,2,117,0,14,9,96,164,0,0,0,353,34,18,0,3,0,0,0,0,0,48,7,0,394,29,0,0,446
136,20130328,1915,2013-03-28T19:15:00.00Z,-63.704117,-118.466667,2.12,15,28,0,47,0,1,3,42,69,0,0,0,130,15,9,0,2,0,0,0,0,0,12,2,0,166,6,0,0,196
137,20130328,2003,2013-03-28T20:03:00.00Z,-63.641000,-118.182500,2.12,15,0,0,32,0,0,2,31,37,0,0,0,153,15,4,2,3,0,0,0,0,0,13,0,0,126,3,0,0,126
138,20130328,2106,2013-03-28T21:06:00.00Z,-63.556667,-117.803500,4.65,21,19,2,39,0,3,2,33,44,0,0,0,152,14,10,0,5,3,0,1,0,0,16,1,0,139,5,0,0,159
139,20130328,2201,2013-03-28T22:01:00.00Z,-63.488833,-117.477000,4.65,17,18,0,44,0,2,0,37,44,0,0,0,153,15,10,0,3,3,0,0,0,0,15,1,0,139,6,0,0,158
140,20130328,2258,2013-03-28T22:58:00.00Z,-63.415167,-117.141333,4.65,13,18,1,33,0,1,3,28,39,0,0,0,123,11,8,0,2,2,0,0,0,0,12,1,0,116,4,0,0,134
141,20130329,0025,2013-03-29T00:25:00.00Z,-63.299167,-116.613333,4.65,15,19,2,46,0,5,4,35,67,0,0,0,124,16,13,0,2,2,0,0,0,0,12,3,0,151,7,0,0,174
142,20130329,0105,2013-03-29T01:05:00.00Z,-63.246833,-116.457833,4.65,15,20,0,42,0,3,3,37,46,0,0,0,150,16,10,1,2,3,0,0,0,0,17,1,0,142,4,0,0,163
143,20130329,0205,2013-03-29T02:05:00.00Z,-63.173833,-116.032500,4.65,16,17,0,36,0,2,2,32,42,0,0,0,142,13,8,0,2,2,0,0,0,0,14,0,0,130,4,0,0,147
144,20130329,0301,2013-03-29T03:01:00.00Z,-63.099000,-115.698500,4.65,13,17,1,34,0,3,2,29,40,0,0,0,135,11,8,0,1,2,0,0,0,0,12,3,0,119,7,0,0,140
145,20130329,0401,2013-03-29T04:01:00.00Z,-63.021500,-115.342000,4.65,12,17,0,29,0,2,0,27,38,0,0,0,139,11,3,0,2,0,0,0,0,0,15,0,0,112,4,0,0,128
146,20130329,0507,2013-03-29T05:07:00.00Z,-62.938000,-114.964333,4.65,14,16,0,35,0,2,0,32,49,0,0,0,153,12,3,0,2,0,0,0,0,0,6,9,0,130,6,0,0,154
147,20130329,0559,2013-03-29T05:59:00.00Z,-62.869617,-114.668483,4.65,19,17,2,39,0,2,1,57,51,1,0,0,154,14,4,1,2,0,0,0,0,0,15,0,0,145,6,0,0,163
148,20130329,0653,2013-03-29T06:53:00.00Z,-62.800933,-114.366717,4.65,21,16,0,39,0,4,1,54,51,1,0,0,180,13,5,0,2,0,0,0,0,0,22,1,0,163,5,0,0,181
149,20130329,0759,2013-03-29T07:59:00.00Z,-62.718983,-113.991183,4.65,25,24,0,48,0,5,1,68,66,1,0,0,178,16,6,0,2,0,0,0,0,0,18,1,0,178,5,0,0,203
150,20130329,0905,2013-03-29T09:05:00.00Z,-62.632567,-113.620483,4.65,23,23,0,43,0,7,0,56,55,1,0,0,181,16,8,1,3,0,0,2,0,0,21,1,0,170,6,0,0,195
151,20130329,0957,2013-03-29T09:57:00.00Z,-62.568350,-113.324033,4.65,20,14,2,42,0,3,0,53,53,1,0,0,177,12,6,1,2,0,0,0,0,0,18,4,0,169,5,0,0,187
152,20130329,1101,2013-03-29T11:01:00.00Z,-62.489333,-112.956883,4.65,22,14,0,47,0,5,0,58,66,1,0,0,172,15,6,0,2,0,0,0,0,0,20,4,0,187,5,0,0,205
153,20130329,1202,2013-03-29T12:02:00.00Z,-62.410317,-112.616367,4.65,18,14,2,39,0,3,1,49,50,1,0,0,140,9,5,0,1,0,0,0,0,0,16,1,0,146,4,0,0,161
154,20130329,1257,2013-03-29T12:57:00.00Z,-62.342167,-112.314517,4.65,20,16,2,34,0,3,1,41,44,1,0,0,120,9,4,0,2,0,0,0,0,0,13,0,0,124,3,0,0,140
155,20130329,1357,2013-03-29T13:57:00.00Z,-62.269883,-111.990167,4.65,24,16,3,38,0,4,1,44,49,1,0,0,125,8,4,0,1,0,0,1,0,0,13,0,0,142,4,0,0,158
156,20130329,1503,2013-03-29T15:03:00.00Z,-62.188450,-111.630283,4.65,25,17,0,42,0,3,1,50,46,0,0,0,162,9,4,0,1,0,0,2,0,0,17,1,0,151,4,0,0,169
157,20130329,1604,2013-03-29T16:04:00.00Z,-62.110833,-111.303200,4.65,24,15,0,41,0,4,1,49,46,1,0,0,150,9,4,0,2,0,0,3,0,0,17,0,0,154,4,0,0,169
158,20130329,1656,2013-03-29T16:56:00.00Z,-62.048700,-111.018417,4.65,29,17,0,45,0,4,1,51,55,1,0,0,152,11,5,1,2,0,0,0,0,0,16,0,0,158,4,0,0,175
159,20130329,1759,2013-03-29T17:59:00.00Z,-61.975700,-110.700150,4.65,18,19,4,37,0,2,0,45,53,0,0,0,150,12,4,1,0,0,0,0,0,0,15,0,0,119,17,0,0,138
161,20130329,2003,2013-03-29T20:03:00.00Z,-61.840500,-110.113833,4.65,21,21,0,42,0,3,0,54,66,1,0,0,171,15,6,0,1,0,0,0,0,0,21,0,0,168,4,0,0,188
161,20130329,2003,2013-03-29T20:03:00.00Z,-61.840500,-110.113833,4.65,21,20,0,38,0,3,0,53,65,1,0,0,169,15,6,0,0,0,0,0,0,2,19,0,0,160,5,0,0,180
162,20130329,2113,2013-03-29T21:13:00.00Z,-61.770167,-109.789000,4.65,21,21,0,42,0,3,0,60,50,0,0,0,191,15,5,0,1,8,0,0,0,0,20,0,0,155,3,0,0,177
163,20130329,2205,2013-03-29T22:05:00.00Z,-61.705333,-109.533833,4.65,19,17,0,40,0,3,0,64,44,1,1,1,178,14,5,0,1,2,0,0,0,0,22,0,0,148,2,0,0,165
164,20130329,2300,2013-03-29T23:00:00.00Z,-61.639000,-109.250333,4.65,23,19,0,47,0,8,0,74,56,1,1,1,191,17,6,1,1,5,0,0,0,0,23,0,0,170,4,0,1,188
165,20130330,0002,2013-03-30T00:02:00.00Z,-61.563000,-108.920167,4.65,26,19,0,50,0,5,0,80,67,1,1,0,213,17,7,1,4,0,1,0,0,0,24,0,0,195,4,0,0,214
166,20130330,0102,2013-03-30T01:02:00.00Z,-61.492500,-108.600333,4.65,20,19,0,41,0,3,0,63,48,0,1,0,165,13,5,0,1,0,0,0,0,0,21,0,0,149,3,0,0,168
167,20130330,0200,2013-03-30T02:00:00.00Z,-61.415500,-108.283833,4.65,23,20,0,45,0,3,0,71,56,1,1,0,189,14,6,1,1,0,0,0,0,0,24,0,0,171,4,0,0,191
168,20130330,0301,2013-03-30T03:01:00.00Z,-61.339667,-107.957333,4.65,24,22,0,48,0,5,0,73,64,1,1,0,197,16,6,1,1,0,0,0,0,0,25,0,0,183,5,0,0,205
169,20130330,0404,2013-03-30T04:04:00.00Z,-61.262833,-107.626000,4.65,20,15,0,41,0,2,0,50,61,0,0,0,155,12,5,0,0,3,0,0,0,0,17,1,0,157,3,0,0,172
170,20130330,0502,2013-03-30T05:02:00.00Z,-61.194217,-107.323133,4.65,30,19,0,54,0,6,0,70,94,1,0,0,180,18,8,0,0,0,0,0,0,0,20,1,0,216,6,0,1,236
171,20130330,0553,2013-03-30T05:53:00.00Z,-61.130750,-107.060067,4.65,23,15,0,41,0,3,0,51,79,0,0,0,144,13,7,0,2,2,0,0,0,0,14,0,0,184,5,0,0,199
172,20130330,0657,2013-03-30T06:57:00.00Z,-61.051167,-106.730000,4.65,24,17,0,41,0,2,0,48,77,0,0,0,132,14,11,0,0,3,0,0,0,0,16,1,0,167,4,0,0,185
173,20130330,0757,2013-03-30T07:57:00.00Z,-60.982400,-106.421867,4.65,26,18,0,50,0,4,0,56,88,1,0,0,143,15,10,0,0,0,0,0,0,0,16,1,0,184,5,0,0,203
174,20130330,0856,2013-03-30T08:56:00.00Z,-60.909133,-106.117983,4.65,26,17,3,49,0,4,0,56,90,1,0,0,149,15,7,0,1,0,0,0,0,0,17,1,0,184,5,0,0,202
175,20130330,0959,2013-03-30T09:59:00.00Z,-60.832100,-105.800250,4.65,24,17,0,45,0,4,0,59,79,1,0,0,140,13,6,0,1,0,0,0,0,0,19,0,0,174,4,0,0,191
176,20130330,1055,2013-03-30T10:55:00.00Z,-60.768200,-105.531167,4.65,31,20,4,51,0,4,0,68,87,1,0,0,190,16,5,0,0,0,0,0,0,0,21,1,0,178,4,0,0,199
177,20130330,1155,2013-03-30T11:55:00.00Z,-60.697300,-105.227617,4.65,38,19,4,52,0,5,1,76,79,1,0,1,208,15,5,0,1,2,0,0,0,1,21,0,0,185,4,0,0,204
178,20130330,1258,2013-03-30T12:58:00.00Z,-60.621650,-104.908117,4.65,35,20,0,59,0,6,1,79,88,1,0,1,223,16,5,0,2,2,0,0,0,2,21,1,0,191,4,0,0,212
179,20130330,1353,2013-03-30T13:53:00.00Z,-60.554000,-104.640750,4.65,47,22,5,59,0,6,1,83,100,1,0,1,224,17,5,1,2,2,0,0,0,1,22,0,0,211,5,0,1,232
180,20130330,1459,2013-03-30T14:59:00.00Z,-60.475667,-104.306600,4.65,27,26,5,49,0,4,1,69,70,1,0,1,192,14,5,1,2,1,0,0,0,0,18,0,0,163,5,0,0,189
181,20130330,1554,2013-03-30T15:54:00.00Z,-60.408367,-104.020500,4.65,24,18,3,42,0,2,1,56,61,1,0,0,178,13,4,0,2,0,0,0,0,0,16,1,0,153,3,0,0,172
182,20130330,1702,2013-03-30T17:02:00.00Z,-60.317567,-103.665133,4.65,22,16,4,40,0,2,1,54,63,1,0,0,159,14,3,0,3,0,0,0,0,0,15,0,0,150,4,0,0,166
183,20130330,1755,2013-03-30T17:55:00.00Z,-60.254550,-103.380967,4.65,23,21,0,45,0,3,1,52,64,1,0,0,174,14,5,0,2,1,0,0,0,0,15,0,0,150,4,0,0,171
184,20130330,1856,2013-03-30T18:56:00.00Z,-60.177767,-103.074750,4.65,26,20,3,50,0,3,1,65,68,1,0,0,218,19,6,0,4,0,0,0,0,0,20,0,0,179,5,0,0,199
185,20130330,1956,2013-03-30T19:56:00.00Z,-60.099350,-102.752450,4.65,17,22,3,38,0,3,1,49,51,1,0,1,155,16,9,2,8,0,0,0,0,0,16,0,0,129,3,0,0,151
186,20130330,2100,2013-03-30T21:00:00.00Z,-60.023000,-102.447000,4.65,26,26,6,51,0,5,3,88,63,2,2,2,215,18,6,1,3,2,0,0,0,5,21,1,0,179,4,0,0,206
187,20130330,2200,2013-03-30T22:00:00.00Z,-59.949167,-102.141333,4.65,22,25,4,45,0,4,1,70,49,1,1,1,207,16,3,1,2,3,0,0,0,5,18,0,0,156,3,0,1,181
188,20130330,2302,2013-03-30T23:02:00.00Z,-59.875150,-101.837000,4.65,23,24,6,45,0,3,1,77,55,2,3,1,209,18,5,1,2,2,0,0,0,6,18,0,0,156,3,0,0,180
189,20130331,0003,2013-03-31T00:03:00.00Z,-59.799667,-101.530167,4.65,22,19,6,41,0,3,1,72,38,1,2,2,237,16,2,1,1,2,0,0,0,8,20,0,0,164,4,0,0,183
190,20130331,0100,2013-03-31T01:00:00.00Z,-59.732083,-101.253500,4.65,18,19,6,37,0,1,1,68,30,1,2,2,229,16,3,1,2,1,0,0,0,9,19,1,0,153,3,0,0,173
191,20130331,0205,2013-03-31T02:05:00.00Z,-59.656833,-100.943833,4.65,19,23,5,40,0,2,1,72,34,2,3,2,231,17,2,1,2,2,0,0,0,10,20,0,0,160,4,0,1,183
192,20130331,0300,2013-03-31T03:00:00.00Z,-59.593167,-100.683000,4.65,18,19,5,36,1,0,2,62,29,0,2,2,188,14,7,1,2,3,0,1,4,8,29,0,0,153,5,0,0,171
193,20130331,0404,2013-03-31T04:04:00.00Z,-59.515333,-100.374667,4.65,13,17,4,29,0,2,2,47,21,1,2,1,130,8,4,0,1,1,0,0,2,4,21,0,0,99,0,0,2,116
194,20130331,0458,2013-03-31T04:58:00.00Z,-59.448250,-100.105500,4.65,12,17,4,27,0,2,2,45,19,0,2,1,126,8,5,0,1,2,0,0,3,3,18,1,0,93,0,0,0,111
195,20130331,0558,2013-03-31T05:58:00.00Z,-59.371950,-99.798200,4.65,16,19,3,33,0,1,1,52,31,0,1,1,148,11,6,0,1,2,0,0,0,2,0,17,0,124,5,0,0,161
196,20130331,0657,2013-03-31T06:57:00.00Z,-59.296633,-99.491917,4.65,20,19,4,40,1,2,4,62,43,0,2,1,175,13,11,0,2,4,0,0,1,2,29,0,0,160,8,0,3,179
197,20130331,0759,2013-03-31T07:59:00.00Z,-59.215933,-99.151417,4.65,17,18,4,34,0,1,2,52,32,0,1,1,156,11,9,0,1,5,0,0,2,2,25,0,0,134,8,2,3,153
198,20130331,0858,2013-03-31T08:58:00.00Z,-59.175267,-98.833583,4.65,18,0,0,37,0,1,0,56,24,1,1,1,192,13,8,0,2,3,0,0,2,6,26,1,0,151,4,0,3,152
199,20130331,0958,2013-03-31T09:58:00.00Z,-59.051817,-98.519583,4.65,15,0,5,30,0,2,0,51,20,1,2,1,170,12,6,0,1,1,0,0,0,5,19,0,0,130,7,0,0,130
200,20130331,1056,2013-03-31T10:56:00.00Z,-58.981883,-98.229283,4.65,10,0,0,39,0,0,0,58,25,1,2,1,191,11,7,0,1,4,0,1,3,5,20,4,0,156,5,0,2,160
201,20130331,1157,2013-03-31T11:57:00.00Z,-58.911033,-97.925567,4.65,16,0,2,34,0,1,0,49,28,0,1,1,158,10,7,0,1,3,0,0,0,1,19,0,0,127,3,0,1,127
202,20130331,1257,2013-03-31T12:57:00.00Z,-58.832050,-97.626733,4.65,17,0,3,33,0,2,0,51,24,1,2,2,196,12,7,0,1,1,0,0,3,6,28,0,0,151,3,0,2,151
203,20130331,1404,2013-03-31T14:04:00.00Z,-58.744100,-97.295817,4.65,18,18,3,35,0,0,0,57,18,1,2,1,205,13,6,0,2,2,0,0,3,6,26,0,0,142,7,0,4,160
204,20130331,1502,2013-03-31T15:02:00.00Z,-58.674667,-97.015567,4.65,18,18,1,32,0,1,0,55,18,1,1,1,181,13,6,0,3,3,4,0,1,6,24,0,0,142,4,0,3,160
205,20130331,1605,2013-03-31T16:05:00.00Z,-58.596800,-96.706917,4.65,16,0,0,32,0,0,0,50,14,0,2,1,181,12,2,0,3,2,0,0,2,4,22,0,0,134,8,0,0,134
206,20130331,1706,2013-03-31T17:06:00.00Z,-58.517800,-96.403700,4.65,14,0,4,28,0,1,0,47,15,0,1,0,163,11,2,0,3,2,0,0,1,4,23,0,0,131,7,0,1,131
230,20130401,2107,2013-04-01T21:07:00.00Z,-56.425250,-88.405400,4.65,19,18,0,29,0,1,1,50,12,1,1,0,247,13,2,0,5,0,0,0,0,4,22,0,0,124,2,0,0,142
231,20130401,2201,2013-04-01T22:01:00.00Z,-56.350150,-88.150383,4.65,14,14,0,22,0,0,0,36,8,0,0,0,188,10,1,0,2,2,0,0,0,3,13,0,0,97,1,0,0,111
232,20130401,2301,2013-04-01T23:01:00.00Z,-56.274000,-87.857917,4.65,12,15,0,20,0,0,0,32,6,0,0,0,166,7,0,0,1,3,0,0,0,2,13,0,0,87,1,0,0,102
233,20130401,2351,2013-04-01T23:51:00.00Z,-56.208550,-87.620550,4.65,11,14,0,22,0,0,0,36,8,0,1,0,169,10,1,0,1,3,0,0,1,0,14,2,0,93,2,0,0,110
234,20130402,0100,2013-04-02T01:00:00.00Z,-56.122467,-87.298700,4.65,13,0,0,20,0,0,0,38,8,1,1,0,168,7,1,0,1,9,0,0,0,0,13,0,0,78,15,0,0,78
235,20130402,0202,2013-04-02T02:02:00.00Z,-56.043617,-87.010550,4.65,12,16,0,19,0,0,0,33,7,1,1,0,150,8,0,0,2,15,0,0,0,0,11,0,0,79,1,0,0,96
236,20130402,0302,2013-04-02T03:02:00.00Z,-55.968967,-86.734267,4.65,14,13,0,24,0,1,0,43,10,1,1,0,188,11,0,0,2,2,0,0,0,0,15,0,0,107,2,0,0,119
237,20130402,0359,2013-04-02T03:59:00.00Z,-55.902067,-86.483750,4.65,12,14,0,21,0,1,0,46,11,2,2,1,202,14,4,1,2,1,0,0,1,1,17,0,0,113,2,0,0,126
238,20130402,0459,2013-04-02T04:59:00.00Z,-55.827833,-86.223600,4.65,9,13,1,19,0,0,0,31,6,1,1,0,128,5,0,0,0,0,0,1,0,1,9,0,0,70,2,0,0,83
239,20130402,0556,2013-04-02T05:56:00.00Z,-55.762833,-85.970917,4.65,13,13,1,21,0,1,1,37,8,1,0,0,152,6,0,0,1,0,0,1,1,2,11,0,0,89,1,0,0,102
240,20130402,0656,2013-04-02T06:56:00.00Z,-55.687867,-85.703567,4.65,11,0,1,20,0,1,0,35,8,1,0,0,138,6,0,0,1,0,0,0,1,2,9,0,0,87,1,0,0,87
241,20130402,0758,2013-04-02T07:58:00.00Z,-55.616567,-85.435867,4.65,13,13,2,20,0,0,0,37,8,1,1,0,148,6,0,0,1,0,0,0,1,3,11,1,0,93,1,0,0,107
242,20130402,0859,2013-04-02T08:59:00.00Z,-55.542233,-85.178467,4.65,11,14,2,19,0,0,0,37,8,1,1,0,155,7,0,0,1,0,0,1,0,2,12,0,0,88,1,0,0,102
243,20130402,0958,2013-04-02T09:58:00.00Z,-55.471650,-84.922967,4.65,10,14,1,19,0,0,0,35,7,0,0,0,158,7,0,0,1,0,0,0,1,0,12,0,0,87,1,0,0,101
244,20130402,1058,2013-04-02T10:58:00.00Z,-55.405850,-84.679500,4.65,11,13,1,18,0,0,0,33,7,0,0,0,149,6,0,0,0,2,0,2,0,0,13,0,0,78,1,0,0,91
246,20130402,1252,2013-04-02T12:52:00.00Z,-55.261533,-84.253583,4.65,10,14,2,19,0,0,0,33,8,0,0,0,151,7,0,0,1,1,0,0,0,0,10,0,0,79,1,0,0,92
247,20130402,1401,2013-04-02T14:01:00.00Z,-55.170500,-83.987733,4.65,10,13,2,22,0,0,0,36,8,1,0,0,167,8,0,0,1,1,0,0,0,0,13,0,0,91,1,0,0,104
248,20130402,1502,2013-04-02T15:02:00.00Z,-55.086883,-83.753250,4.65,13,14,2,23,0,0,0,38,10,0,0,0,173,8,0,0,1,1,0,0,0,0,12,0,0,95,1,0,0,110
249,20130402,1555,2013-04-02T15:55:00.00Z,-55.005467,-83.562583,4.65,10,14,2,22,0,0,0,37,9,0,0,0,165,7,0,0,1,1,0,0,0,0,13,0,0,89,1,0,0,104
250,20130402,1704,2013-04-02T17:04:00.00Z,-54.890617,-83.317317,4.65,14,0,3,27,0,1,0,47,11,1,0,0,196,10,0,0,2,2,0,0,0,0,12,0,0,111,2,0,0,111
251,20130402,1756,2013-04-02T17:56:00.00Z,-54.796000,-83.127350,4.65,13,14,2,26,0,0,0,40,13,1,0,0,183,8,1,0,2,1,0,0,0,0,11,0,0,101,2,0,0,115
