Date,Station,Latitude,Longitude,Depth,Niskin,Sample,Fltr_Vol,Chl_C3,Chl_lide,MgDVP,Chl_C2,Chl_C1,Peridinin,Ph_ide,But_19,Fuco,Neo,Prasino,Viola,Hex_19,Diadino,cis_fuco,Allo,Diato,Monad,Zea,Lutein,Croco,Chl_b,Chl_a_allomer,Chl_C2_MGDG,DV_Chl_a,Chl_a,Ph_tin,a_Car,b_Car
2018-02-11,66,-76.45373,169.6644,75,10,6,1.06,153.5,100.1,22.7,1314.3,0,19.4,120.5,0,134.5,0,0,0,34.6,85.6,23.4,0,0,0,0,0,0,20.1,0,40.1,0,746.7,62.6,0,12.4
2018-02-11,66,-76.45373,169.6644,100,7,7,1.06,14.8,0,0,87,0,0,38.8,0,12.4,0,0,0,19.3,8.1,0,0,0,0,0,0,0,0,0,35,0,51.0,51.1,0,0.4
2018-02-11,67,-76.45435,166.0814,5,UW,1,1.06,253.8,453,57.2,4495.9,0,35.8,622.1,0,360.9,0,0,0,74.5,425.8,57.5,0,40.6,0,0,0,23.7,30.7,0,118.6,0,2067.0,204.1,0,55.8
2018-02-11,67,-76.45435,166.0814,10,21,2,1.06,269.7,529.7,62.9,5010.7,0,28.6,808.7,0,402.2,0,0,20.7,76.4,524.4,62.5,0,48.1,0,0,0,27,33.5,0,110.7,0,1971.5,242.8,0,64.4
2018-02-11,67,-76.45435,166.0814,20,19,3,1.06,260.3,428.5,52.3,4592.1,0,36.1,705,0,370.8,0,0,0,78.5,310.3,59,0,23.4,0,0,0,0,26.9,17.3,95.2,0,1926.3,210.4,0,41.5
2018-02-11,67,-76.45435,166.0814,30,15,4,1.06,164.9,154,19.4,2078.5,0,31.7,258.7,0,201.9,0,0,0,36.5,101.8,34.7,0,0,0,0,0,7.9,26.6,14.3,53.4,0,1377.9,133.3,0,22.1
2018-02-11,67,-76.45435,166.0814,40,13,5,1.06,46.1,51,11.1,898,0,13.4,98.4,8.6,99.2,0,0,0,20.4,43.1,17.2,0,0,0,0,0,0,28.8,0,39.2,0,714.0,76.4,0,9.4
2018-02-11,67,-76.45435,166.0814,50,10,6,1.06,30.4,22.9,0,347,0,12.9,83.3,0,42.1,0,0,0,23.6,27,8.8,0,0,0,0,0,0,20.5,0,37.4,0,262.4,57.2,0,4.4
2018-02-12,68,-75.67837,168.996,5,UW,1,1.06,113,277.7,31,2900.2,0,28.6,322.9,13.5,261,0,0,0,38,289.7,35.1,0,22.9,0,0,0,14.7,24.1,14,47.3,0,1389.0,146.7,0,24.9
2018-02-12,68,-75.67837,168.996,10,21,2,1.06,97.4,203.1,42.7,2334.8,0,21.8,253.3,12.4,223.4,0,0,0,29.2,265.9,41.3,0,22.4,0,0,0,13.6,22.3,12.6,43.9,0,1287.5,146.9,0,25.8
2018-02-12,68,-75.67837,168.996,20,19,3,1.06,126.1,240.2,37.4,3010.2,0,24.3,290.6,15.9,283.7,0,0,0,36,333.8,36.7,0,29.2,0,0,0,15.1,23.9,13.3,45.1,0,1595.2,176.5,0,27.4
2018-02-12,68,-75.67837,168.996,30,15,4,1.06,118.1,225.2,45.3,2807.9,0,23.9,264.8,15.8,275.6,0,0,0,37.1,306.3,39.7,0,34.4,0,0,0,13.6,25.5,12.9,51.7,0,1619.7,175.4,0,29.2
2018-02-12,68,-75.67837,168.996,40,13,5,1.06,107.3,229.8,20.7,2192.8,0,28.6,251,12.8,198.2,0,0,0,33.1,186.9,33.6,0,27.2,0,0,0,8.9,27.4,13.1,44.2,0,1054.5,119.5,0,18.7
2018-02-12,68,-75.67837,168.996,50,10,6,1.06,66,64.5,20.2,938.6,0,11.8,77.1,10.4,101.2,0,0,0,22.5,39.2,15.7,0,11.7,0,0,0,0,33.5,0,38.1,0,654.9,69.2,0,8.6
2018-02-12,68,-75.67837,168.996,75,6,7,1.06,30.7,18.2,0,344.7,0,8,43.9,7,37.5,0,0,0,21.2,16.8,8.9,0,15.1,0,0,0,0,28.5,0,37.3,0,256.5,48,0,3.1
2018-02-13,70,-74.7159,169.473,5,UW,1,1.06,126.3,216.2,34.6,2667.9,0,18.9,248.6,0,262.6,0,0,0,81.3,305.8,38.1,0,37.9,0,0,0,15.8,29.1,14.5,72.3,0,1706.0,151.6,0,28.5
2018-02-13,70,-74.7159,169.473,10,21,2,1.06,138.4,290.6,38,2980.4,0,24.4,314.6,0,280.5,0,0,15.5,81.1,351.2,36,0,33.4,0,0,0,18.9,30.2,14.9,71.3,0,1710.5,159.5,0,33.1
2018-02-13,70,-74.7159,169.473,20,19,3,1.06,97,236.9,34.8,2107.6,0,20.4,266.8,0,222.7,0,0,11.1,61.7,275.1,30,0,19,0,0,0,13,27.2,13.1,60.8,0,1261.1,146.3,0,23.3
2018-02-13,70,-74.7159,169.473,30,15,4,1.06,133.7,312.9,43.8,2876.1,0,28.5,407.4,0,266.6,4.1,5.2,12.6,71.7,338.7,34.5,0,20.7,0,0,0,15.6,30.2,13.4,67.4,0,1411.6,181.8,0,32.5
2018-02-13,70,-74.7159,169.473,40,13,5,1.06,96.5,223.1,40,2048.1,0,22,297.6,0,190.8,0,0,0,51.8,112.3,35.7,0,6.8,0,0,0,7.7,55.6,0,58.8,0,1135.6,110.4,0,17.7
2018-02-13,70,-74.7159,169.473,50,10,6,1.06,41.3,40.5,28.1,656.7,0,11,82.4,9.6,77.6,4.3,3.6,0,25.9,28.1,12.1,0,0,0,0,0,0,49.2,0,40,0,571.8,56.9,0,6.5
2018-02-13,70,-74.7159,169.473,75,6,7,1.06,13.9,0,7.6,149.4,0,5.2,36.4,7.9,20.6,0,0,0,13.4,9.7,0,0,0,0,0,0,0,26.9,0,32.9,0,124.6,33.7,0,0
2018-02-14,71,-75.30183,169.5209,5,UW,1,1.06,71.2,111.3,22.4,1896.2,0,10.3,112.8,7.7,200.7,0,0,0,19.1,264.9,28.2,0,25.1,0,0,0,13.2,19.5,12.8,37.8,0,1350.7,86,0,22.1
2018-02-14,71,-75.30183,169.5209,10,21,2,1.06,87.7,120.5,35.7,2163.8,0,10.2,127.1,8.2,227.1,0,0,0,19.8,280.6,34.9,0,21,0,0,0,11.1,21.1,13.3,32.5,0,1482.0,112.7,0,20.3
2018-02-14,71,-75.30183,169.5209,20,19,3,1.06,99.2,148.3,60,2205.5,0,12.4,136.8,8.3,236.2,0,0,0,21.5,294.5,34.7,0,0,0,0,0,15,21.2,14,37.2,0,1519.6,109.9,0,24.3
2018-02-14,71,-75.30183,169.5209,40,15,4,1.06,88.4,122,37.3,2135,0,9.6,118.5,7.3,226.6,0,0,0,21.6,255.1,37.4,0,19,0,0,0,10,19.7,13.8,40,0,1518.1,121.1,0,23.4
2018-02-14,71,-75.30183,169.5209,50,13,5,1.06,74.2,115,33.8,1666.6,0,15.6,93,11.6,178.8,0,0,0,25.7,188.3,29.3,0,13.2,0,0,0,10.4,19.7,13.8,40.8,0,1154.0,93,0,17.1
2018-02-14,71,-75.30183,169.5209,60,10,6,1.06,30.1,0,0,246.4,0,6.1,35.8,4.4,29.2,0,0,0,17.1,16.6,8.6,0,0,0,0,0,0,18.3,0,33.3,0,164.0,43.4,0,0.5
2018-02-14,71,-75.30183,169.5209,75,6,7,1.06,14.8,0,0,88.9,0,4.5,28.8,5.5,13,0,0,0,16.2,10,0,0,0,0,0,0,0,0,0,38.6,0,49.3,40.7,0,0
2018-02-14,72,-74.7984,163.5903,5,UW,1,1.06,74,271.5,90.3,3266.4,0,39.4,1067,0,240.4,0,0,0,18.7,137.1,37.8,0,0,0,0,0,10.3,22,0,51.6,0,1081.0,121.8,0,26
2018-02-14,72,-74.7984,163.5903,10,21,2,1.06,71.5,304.4,98.4,3266.8,0,38.7,1167.7,0,252.6,0,0,0,25.4,162.5,35.4,0,0,0,0,0,11.3,21,15.6,49.8,0,987.8,121.9,0,26.8
2018-02-14,72,-74.7984,163.5903,30,19,3,1.06,90,277.4,65.2,3345.8,0,45.5,1215.6,0,278.3,0,0,0,23.5,157.4,41.9,0,0,0,0,0,8.3,21,16.4,52.2,0,1148.2,147,0,31.2
2018-02-14,72,-74.7984,163.5903,50,15,4,1.06,80.3,229.6,74.4,3235,0,43.7,1102.4,0,251.8,0,0,0,20.9,135.6,40.4,0,0,0,0,0,0,21.1,16.7,53,0,1133.5,159.4,0,26.9
2018-02-14,72,-74.7984,163.5903,100,12,5,1.06,87.5,268.4,34.8,2914.2,0,42,890.5,0,241.5,0,0,0,28.6,143.1,40.6,0,0,0,0,0,0,21.1,18.3,60.4,0,1147.8,122.9,0,23.1
2018-02-14,72,-74.7984,163.5903,200,8,6,1.06,50,76.5,8.9,828.2,0,18.2,123.5,0,91.3,0,0,0,31,50.3,15.1,0,0,0,0,0,0,0,0,51.5,0,623.8,69.2,0,7.9
2018-02-14,72,-74.7984,163.5903,250,5 or 6,7,1.06,16.2,0,0,127,0,4.8,33.8,6.2,16.7,0,0,0,21.2,11.7,0,0,0,0,0,0,0,0,0,36.5,0,85.0,38.8,0,0.2
2018-02-15,73,-75.03663,163.4974,5,UW,1,1.06,62.5,131.9,53,1161.8,0,17,210.8,7.7,121.1,0,0,0,25.1,113.2,20.2,0,0,0,0,0,8,20.1,13.8,48.2,0,842.2,79.1,0,15.7
2018-02-15,73,-75.03663,163.4974,20,21,2,1.06,66.2,146.2,22.6,1214.9,0,20.5,171.1,9.3,119.9,0,0,0,31.7,92.1,19.5,0,0,0,0,0,7.7,20.6,13.9,51.8,0,807.3,82.3,0,15.7
2018-02-15,73,-75.03663,163.4974,40,19,3,1.06,57.9,97,17.3,972.9,0,17.8,152.4,8.2,103.4,0,0,0,26.6,69.3,17.8,0,0,0,0,0,6.9,0,12.9,49,0,723.5,84.3,0,10.5
2018-02-15,73,-75.03663,163.4974,60,15,4,1.06,49.1,62.2,19.8,686,0,13.4,108,7.5,75.5,0,0,0,24.4,57.6,13.8,0,0,0,0,0,0,20.1,12.5,48.1,0,550.5,63.4,0,9.2
2018-02-15,73,-75.03663,163.4974,80,13,5,1.06,36.7,36.8,13,476,0,10.4,80.9,7.3,55.7,0,0,0,20.3,37.7,10.7,0,0,0,0,0,0,22,0,40,0,391.9,57,0,6.1
2018-02-15,73,-75.03663,163.4974,100,11,6,1.06,40.6,51.5,12.9,501,0,10.9,84,8.5,55.2,0,0,0,29.2,42.4,11.6,0,0,0,0,0,0,0,0,44.1,0,384.5,55.2,0,8.4
2018-02-15,73,-75.03663,163.4974,200,8,7,1.06,25.1,25.2,6.7,255.2,0,5.2,39.5,7,30.9,0,0,0,16.4,26.1,8.3,0,0,0,0,0,0,0,0,32.6,0,199.7,39.4,0,2.5
2018-02-15,74,-74.83913,163.6353,5,UW,1,1.06,72.4,347.5,80.1,3078.2,0,43.1,1348,9.3,271.3,0,0,13.2,18.8,176.3,38.9,12.7,6.6,0,35.1,0,11.8,21.5,15.2,58.7,56.2,989.7,112.8,0,23.8
2018-02-15,74,-74.83913,163.6353,20,21,2,1.06,77.1,210.9,96.4,2928,0,37.7,1181.2,9.4,259.2,0,0,0,20.1,172.4,48.5,0,8.1,0,34.6,0,11.1,21.7,15.7,59.3,60.5,1189.7,159.5,0,24.6
2018-02-15,74,-74.83913,163.6353,50,19,3,1.06,77.9,245.8,86.6,3040.5,0,49.3,1282.6,10.2,283.9,0,0,9.3,19.9,184.3,40,12.7,7.6,0,34,0,10.8,21.3,15.6,56.1,52.4,1171.2,128,0,27.1
2018-02-15,74,-74.83913,163.6353,100,15,4,1.06,75.3,225.7,70.3,2884.4,0,46.2,1236.9,9.2,264.5,0,0,0,23.4,165,34.7,12.5,7.9,0,33.4,0,8.8,21.1,15.3,57.3,52.4,1112.2,122.2,0,25.1
2018-02-15,74,-74.83913,163.6353,140,13,5,1.06,67.7,178,31.6,1477.7,0,25.5,326.1,8.5,147.6,0,0,0,25.4,96.7,21.6,12.4,6.8,0,30.5,0,0,19.7,13.6,55.7,48.3,898.4,89.9,0,13.1
2018-02-15,74,-74.83913,163.6353,220,9 or 10,6,1.06,49.3,92.8,15.3,868.6,0,15,164.9,7.1,92.1,0,0,0,23.4,68.3,16.1,0,6.2,0,29.8,0,0,19.6,13,46.5,33.7,612.7,69.6,0,7.4
2018-02-15,74,-74.83913,163.6353,300,6 or 7,7,1.06,33,28.6,8.6,415.1,0,10.8,83,6.2,46.3,0,3.9,0,26.8,34.6,14.2,0,0,0,0,0,0,0,0,45,27.4,309.6,58.8,0,2.3
2018-02-16,75,-74.79018,163.3233,5,UW,1,1.06,47.9,286.3,71.4,2383.6,0,30.1,934.7,9.2,204.2,0,0,0,20.3,186.8,31.9,0,0,0,0,0,10.6,22.9,14.8,48.9,0,830.3,101.4,0,25.1
2018-02-16,75,-74.79018,163.3233,20,21,2,1.06,62.2,229.1,65.4,2283.4,0,41.5,681.6,9.4,200.4,0,0,0,19,121,31.2,0,0,0,0,0,9.7,22.1,15.8,52,0,1010.1,105.6,0,22.8
2018-02-16,75,-74.79018,163.3233,50,19,3,1.06,62.7,225.5,87.4,2367.1,0,34.7,844.1,9.7,201.6,0,0,0,24.6,151.2,41.4,0,0,0,0,0,10,23.5,16.4,50.5,0,931.4,127.4,0,23.5
2018-02-16,75,-74.79018,163.3233,100,15,4,1.06,44.8,220,97.5,2210.1,0,39.8,719.2,8.9,206.8,0,0,0,22,129.7,35.9,0,0,0,0,0,8.1,21.9,14.6,54.3,0,1056.0,145.2,0,24.9
2018-02-16,75,-74.79018,163.3233,125,13,5,1.06,62.6,134.8,31.4,1382,0,23,291.7,9.3,134.1,0,0,0,25.1,89.1,25.2,0,0,0,0,0,0,22.1,13.9,50.5,0,860.7,94,0,13.9
2018-02-16,75,-74.79018,163.3233,150,10,6,1.06,46.4,146.4,53.7,966.8,0,14.9,190.1,8.9,93.4,0,0,0,22,71,15.4,0,0,0,0,0,0,21.7,14.2,48.9,0,587.1,62.5,0,12
2018-02-16,75,-74.79018,163.3233,200,6 or 7,7,1.06,37,73.3,21.9,668.5,0,11.3,116.9,7.8,72.1,0,0,0,23.3,53.4,12.9,0,0,0,0,0,0,19.7,12.8,55.7,0,479.8,64,0,8.5
2018-02-17,77,-74.86268,164.2355,5,UW,1,1.06,58.3,162.7,30.5,1157.2,0,13,235.7,9.2,115.1,0,0,0,25,153.1,20.4,0,11.7,0,0,0,10,28.1,13.5,48.2,0,663.5,76.8,0,16.2
2018-02-17,77,-74.86268,164.2355,10,19,2,1.06,65.1,128.9,29.2,1062.9,0,13.6,187.9,8.9,110.9,0,0,0,25.3,153.9,17.7,0,10.2,0,0,0,10.3,30,13.6,45.6,0,674.9,79,0,17.2
2018-02-17,77,-74.86268,164.2355,20,17,3,1.06,41,107,24.5,643.2,0,9.6,113.5,7.3,68,0,0,0,19.2,78.3,12.9,0,0,0,0,0,0,27.8,13,45.8,0,419.7,51.5,0,10
2018-02-17,77,-74.86268,164.2355,30,13,4,1.06,24.4,46.9,12.2,349.6,0,7.3,52.6,9.7,38.9,0,0,0,22.7,38.8,8.9,0,0,0,0,0,0,24.3,14.6,41.6,0,271.3,38.9,0,5.5
2018-02-17,77,-74.86268,164.2355,50,11,5,1.06,24.4,38.3,11.2,311.1,0,5.1,49.2,8.4,34.6,0,0,0,19.8,30.4,8,0,0,0,0,0,0,24,0,41,0,251.7,40,0,4.8
2018-02-17,77,-74.86268,164.2355,100,7,6,1.06,29.2,41.7,8.2,356.5,0,6.4,51,11.2,40.3,0,0,0,21.7,33.1,9.4,0,0,0,0,0,0,21.7,0,38.8,0,284.1,41.3,0,6.5
2018-02-17,78,-74.69552,163.204,5,UW,1,1.06,37,274.2,86.7,2725.7,0,44.7,793.1,0,220.7,0,0,0,24.9,160,31.6,0,0,0,0,0,10.8,21.9,15,48.1,0,1116.5,109.9,0,30.4
2018-02-17,78,-74.69552,163.204,25,21,2,1.06,67.2,205.1,75.6,2562.4,0,37.3,898.7,0,204.6,0,0,0,16.7,130,33.6,0,0,0,0,0,11.1,22.6,15.8,57.1,0,1021.2,129.5,0,26.7
2018-02-17,78,-74.69552,163.204,50,19,3,1.06,79,195.5,59.6,2433.6,0,39.5,716.4,0,210,0,0,0,19.7,113.4,39.2,0,0,0,0,0,6.7,20.6,15.1,53.1,0,1145.6,136.5,0,22.9
2018-02-17,78,-74.69552,163.204,100,15,4,1.06,61.6,123.9,41.5,1859.7,0,37.9,465.6,0,171.5,0,0,0,26.7,95.2,29.1,0,0,0,0,0,0,22.6,16.2,55.5,0,1083.2,117.9,0,20.8
2018-02-17,78,-74.69552,163.204,150,13,5,1.06,59.9,155.2,20.2,1579.7,0,30,338.2,0,143.9,0,0,0,19.6,85.7,26.1,0,0,0,0,0,0,21.1,14.3,48.5,0,901.8,100.2,0,16.5
2018-02-17,78,-74.69552,163.204,200,9,6,1.06,33.5,72.9,26,672.4,0,11.1,108.9,0,74.4,0,0,0,19.2,58.2,13.1,0,0,0,0,0,0,21.6,12.9,38.9,0,518.4,54.8,0,10.6
2018-02-17,78,-74.69552,163.204,250,5 or 6,7,1.06,28.5,21.9,5.7,358.2,0,15.3,97.3,0,40.8,0,0,0,23.5,23.9,8.7,0,0,0,0,0,0,0,0,42.1,0,273.6,74.4,0,5
2018-02-18,79,-74.75733,163.6438,5,UW,1,1.06,55.2,282.7,115.8,3412.9,0,35.1,1624.9,0,301.5,0,0,0,16.1,301.6,48.4,0,0,0,0,0,0,24.7,16.7,48.4,0,1319.8,166.4,0,44.9
2018-02-18,79,-74.75733,163.6438,20,17,2,1.06,79.3,218.8,111.4,3443.3,0,63.9,1559.6,0,313.2,0,0,0,36.6,207.7,52.3,0,0,0,0,0,12.6,23.6,21.9,80.3,0,1487.5,189.1,0,45.9
2018-02-18,79,-74.75733,163.6438,40,40,3,1.06,57.6,219.6,71.7,2602.2,0,44,736.7,0,224,0,0,0,17.4,110.6,38.1,0,0,0,0,0,9.1,23,15.5,65.3,0,1380.8,173.7,0,25.3
2018-02-18,79,-74.75733,163.6438,60,60,4,1.06,62.7,121.7,75.6,2418.8,0,60.4,466.8,0,203.9,0,0,0,31.6,107.4,38.5,0,0,0,0,0,0,20.2,17.1,67.6,0,1309.2,140,0,20.4
2018-02-18,79,-74.75733,163.6438,80,80,5,1.06,53.1,57.7,26.5,1347.3,0,32.8,233.1,0,141.4,0,0,0,16.6,65.7,23.2,0,0,0,0,0,0,19.8,12.5,44.6,0,981.4,107.4,0,14.7
2018-02-18,79,-74.75733,163.6438,100,100,6,1.06,41.6,39.1,13.9,776.7,0,23.9,153.4,0,92.4,0,0,0,17,46.1,15.3,0,0,0,0,0,0,0,0,39.7,0,629.7,85.3,0,10.8
2018-02-18,80,-74.63653,163.2081,5,UW,1,1.06,27.8,140.4,76.4,2010,0,38.2,753.1,0,182,0,0,0,12.7,107.9,32.5,0,0,0,0,0,18.4,22.2,16.1,72,0,963.5,102.6,0,18.4
2018-02-18,80,-74.63653,163.2081,10,19,2,1.06,52.1,280,81.9,2429.1,0,40.5,878.8,0,195.9,0,0,0,16.8,139.6,32.9,0,0,0,0,0,12,23.8,16.5,63.8,0,1051.8,124.9,0,25.9
2018-02-18,80,-74.63653,163.2081,20,15,3,1.06,59.4,226,74.8,2320,0,34,874.1,0,207.3,0,0,0,18,172.6,33,0,0,0,0,0,10.9,21.8,14.6,49.5,0,1027.5,131.4,0,26.3
2018-02-18,80,-74.63653,163.2081,30,13,4,1.06,60.1,190.7,74.6,2420.5,0,34.8,782,0,210.2,0,0,0,16.8,152.9,35,0,0,0,0,0,10.3,22.9,16.2,53.2,0,1160.7,141.4,0,28
2018-02-18,80,-74.63653,163.2081,50,9,5,1.06,61.7,169.5,60.4,1920,0,37.2,627.2,0,184,0,0,0,18.3,94.5,29,0,0,0,0,0,0,20.6,14.4,51.3,0,1020.6,129.8,0,19.3
2018-02-18,80,-74.63653,163.2081,100,6,6,1.06,36.5,110.4,13.6,1051.8,0,20.9,220,0,105.5,0,0,0,16.6,65,17.6,0,0,0,0,0,0,20.8,13.1,42.5,0,666.2,81.7,0,9.9
2018-02-18,80,-74.63653,163.2081,150,4 or 5,7,1.06,29.3,21.6,0,340.5,0,16.8,104.6,0,38.1,0,0,0,21.9,23.8,9.8,0,0,0,0,0,0,0,0,43.3,0,250.2,73.8,0,4.7
2018-02-19,81,-74.85573,163.1436,5,UW,1,1.06,69.8,353,81,2822.5,0,34.5,836.5,0,212,0,0,0,14.9,113.7,29.9,0,0,0,0,0,0,25.1,15.9,63.4,0,1202.1,134.6,0,24.6
2018-02-19,81,-74.85573,163.1436,20,21,2,1.06,55.6,194.4,57.3,2063.3,0,32.9,574.4,0,177.2,0,0,0,15.7,96.2,28.3,0,0,0,0,0,0,21.1,15.7,54.4,0,1072.5,127.4,0,22.6
2018-02-19,81,-74.85573,163.1436,30,19,3,1.06,56,153.1,61.2,1938,0,41.4,459.9,0,186.7,0,0,0,24.3,108.6,33.3,0,0,0,0,0,0,19.9,0,79.7,0,1129.0,129.3,0,22.5
2018-02-19,81,-74.85573,163.1436,40,15 or 16,4,1.06,71,178.3,42,2097.4,0,38.7,577,0,175.5,0,0,0,20.6,92.6,32.9,0,0,0,0,0,0,22.2,15.3,55.4,0,1082.5,157.9,0,18.6
2018-02-19,81,-74.85573,163.1436,60,13,5,1.06,61.2,99.7,43.4,1555.3,0,35.7,389,0,154.2,0,0,0,20,85.9,21.9,0,0,0,0,0,0,21.6,14.7,51.4,0,1032.7,120,0,18
2018-02-19,81,-74.85573,163.1436,150,9,6,1.06,55.5,99.7,32.8,1157.6,0,23.2,242.4,0,112.4,0,0,0,21.6,71.5,21.9,0,0,0,0,0,0,20,13,49.1,0,780.7,93.5,0,13.3
2018-02-19,81,-74.85573,163.1436,325,4 or 5,7,1.06,22.9,18.3,5.8,222.7,0,8.8,59.6,0,27.9,0,0,0,20.1,19.1,8.2,0,0,0,0,0,0,0,0,34.5,0,153.9,55.5,0,3.5
